target_text_fa	target_text	prefix	input_text
سپاسگزاری	thankfulness	oEffect	PersonX allays PersonY's fears
امن.	safe.	oReact	PersonX allays PersonY's fears
برای اینکه مطمئن شوم آن ها در امان هستند	to know they are safe	oWant	PersonX allays PersonY's fears
کمک کننده	helpful	xAttr	PersonX allays PersonY's fears
فضل و کمالات	accomplishment	xEffect	PersonX allays PersonY's fears
تا آن ها را آرام کند.	to soothe y	xIntent	PersonX allays PersonY's fears
برای اثبات اینکه هیچ خطری در کار نیست	to show PersonY there is no danger	xNeed	PersonX allays PersonY's fears
مغرور	proud	xReact	PersonX allays PersonY's fears
می نشیند	sits	oEffect	PersonX allows PersonY access
خوشحال	happy	oReact	PersonX allows PersonY access
برای وارد شدن به این مجموعه	to enter the complex	oWant	PersonX allows PersonY access
محتاط	wary	xAttr	PersonX allows PersonY access
برای ادامه کار	to continue to work	xWant	PersonX allows PersonY access
در ماموریتشان تغییر می کند	turns in their assignment	oEffect	PersonX allows PersonY time
سپاسگزارم.	grateful	oReact	PersonX allows PersonY time
برای تشکر از آن ها	to thank them for it	oWant	PersonX allows PersonY time
شخصی را صدا می زند.	calls person y	xEffect	PersonX allows PersonY time
برای مهربانی کردن	to be kind	xIntent	PersonX allows PersonY time
تا بدانند به آن نیاز دارند	to know they need it	xNeed	PersonX allows PersonY time
خوب است.	good	xReact	PersonX allows PersonY time
با افرادی که آماده هستند صحبت کنید	talk to person y when they are ready	xWant	PersonX allows PersonY time
قابل لکه دار شدن	malleable	xAttr	PersonX allows PersonY to keep the dog
سگ ها را راهنمایی کنید که چه می خورند	guide what the dog eat	xEffect	PersonX allows PersonY to keep the dog
شخصیتی برای خوشحال بودن	persony to be happy	xIntent	PersonX allows PersonY to keep the dog
سگی داشته باشم که به کس دیگری اجازه نگهداریش را بدهم	have a dog to allow someone else to keep	xNeed	PersonX allows PersonY to keep the dog
عالی است.	great	xReact	PersonX allows PersonY to keep the dog
برای رهایی از مسئولیت	to relieved of responsibility	xWant	PersonX allows PersonY to keep the dog
نادیده گرفته می شود	gets ignored	oEffect	PersonX allows ___ to enter
سپاسگزارم.	grateful	oReact	PersonX allows ___ to enter
تا وقت بگذرانیم	to hang out	oWant	PersonX allows ___ to enter
بخشنده	indulgent	xAttr	PersonX allows ___ to enter
شخص ایکس خوش آمد می گوید.	PersonX is welcoming	xEffect	PersonX allows ___ to enter
برای احترام گذاشتن	to be respectful	xIntent	PersonX allows ___ to enter
برای پاسخ به درخواستی	to respond to a request	xNeed	PersonX allows ___ to enter
برای گفتگو با شخص ایکس	to converse with PersonX	xWant	PersonX allows ___ to enter
گوش می دهد	listens	oEffect	PersonX also asked PersonY
خوشحال بودند که توسط ایکس دعوت شدند، آن ها به ایکس علاقه مند شده بودند.	glad that they got asked out by x, they had a crush on x	oReact	PersonX also asked PersonY
بله گفتن به شخص ایکس	to say yes to PersonX	oWant	PersonX also asked PersonY
کنجکاو	curious	xAttr	PersonX also asked PersonY
حرف زدن	talks	xEffect	PersonX also asked PersonY
برای رفتن به مسابقه با شخصی	to go to the prom with person	xIntent	PersonX also asked PersonY
آزاردهنده	curoious	xReact	PersonX also asked PersonY
صورت غذا را دریافت می کند	receives menu	oEffect	PersonX also asked ___
دانستن اینکه	knowing	oReact	PersonX also asked ___
کنجکاو	curious	xAttr	PersonX also asked ___
تا با پدرشان تماس بگیرند	to call their dad on the phone	xNeed	PersonX also asked ___
باهوش تر	smarter	xReact	PersonX also asked ___
تا بفهمم چه اتفاقی دارد می افتد.	to find out what's going on	xWant	PersonX also asked ___
برای تشکر کردن	to give thanks	oWant	PersonX also gave
تعریف و تمجید می شود	gets complimented	xEffect	PersonX also gave
برای کمک کردن	to be helpful	xIntent	PersonX also gave
چیزی برای بخشیدن داشته باشید	have something to give	xNeed	PersonX also gave
خوشحال	happy	xReact	PersonX also gave
برای بخشیدن به همه چیز	to give to all charities	xWant	PersonX also gave
تعدادی هم دارد	has some too	oEffect	PersonX also gave PersonY ___
اطمینان یافته	reassured	oReact	PersonX also gave PersonY ___
در عوض چیز دیگری را به اشتراک بگذارد	to share something else in return	oWant	PersonX also gave PersonY ___
یک هدیه	a gift	xAttr	PersonX also gave PersonY ___
لبخندی که از انجام کاری خوب ناشی می شود	smiles from doing something good	xEffect	PersonX also gave PersonY ___
تا مطمئن شود خونریزی متوقف شده است.	to make sure the bleeding stopped	xIntent	PersonX also gave PersonY ___
یک بیمار را می بیند.	Sees a patient.	xNeed	PersonX also gave PersonY ___
خوب است.	good	xReact	PersonX also gave PersonY ___
لبخند می زنند	they smile	oEffect	PersonX also gave ___
خوشحالم.	pleased	oReact	PersonX also gave ___
تا برای آن ها کار خوبی انجام دهد	to try and do something nice for them	oWant	PersonX also gave ___
دوستانه	friendly	xAttr	PersonX also gave ___
آن ها می خندند	they laugh	xEffect	PersonX also gave ___
می خواهد چیزی به شخص دیگری بدهد	wants to give something to another person	xIntent	PersonX also gave ___
تا به مردم بفهمانند که خوشحالند	to let persony know they are happy	xWant	PersonX also gave ___
سرش را به طرف X برمی گرداند.	turns head towards x	oEffect	PersonX also told PersonY
آگهی شده است	informed	oReact	PersonX also told PersonY
گوش کردن به شخص ایکس	to listen to PersonX	oWant	PersonX also told PersonY
بی دقت	careless	xAttr	PersonX also told PersonY
دستشان را تکان می دهند	get shakes their hand	xEffect	PersonX also told PersonY
با شخصی حرف بزن.	Talk to PersonY	xNeed	PersonX also told PersonY
گوسپي	gossipy	xReact	PersonX also told PersonY
به شخص دیگری بگو	Tell another person	xWant	PersonX also told PersonY
شخصی از اتومبیل شخص ایکس پیاده شد	PersonY got out of PersonX's car	oEffect	PersonX also took PersonY
خوشحال از اینکه کسی آن ها را برداشت	happy someone cared to take them	oReact	PersonX also took PersonY
برای ترک کردن هر کس دیگری	to quit eveyone else	oWant	PersonX also took PersonY
کمک کننده	helpful	xAttr	PersonX also took PersonY
برای کمک کردن به یک نفر به جایی	to be helpful taking someone someplace	xIntent	PersonX also took PersonY
برای نزدیک شدن به شخصی	to get next to personY	xNeed	PersonX also took PersonY
هیجان زده	excited	xReact	PersonX also took PersonY
آن ها را با کس دیگری درمیان نگذارید	not share them with someone else	xWant	PersonX also took PersonY
از آن ها دوری می کند	avoids them	oEffect	PersonX always bragged
آزرده خاطر	annoyed	oReact	PersonX always bragged
همچنین برای عرعر کردن	to brag also	oWant	PersonX always bragged
کمتر دوست دارد	has less friends	xEffect	PersonX always bragged
قابل تحسین.	to be admired.	xIntent	PersonX always bragged
برای رسیدن به موفقیت	to have an accomplishment	xNeed	PersonX always bragged
خوب است.	good.	xReact	PersonX always bragged
برای اینکه با دوست های تازه ای آشنا شوم	to brag to more friends	xWant	PersonX always bragged
مقابله آمیز	confrontational	xAttr	PersonX always fought
تنها است.	is alone	xEffect	PersonX always fought
برای اینکه یک قلدر باشم	to be a bully	xIntent	PersonX always fought
تا حریف خود را تحت فشار قرار دهند	to push their opponent	xNeed	PersonX always fought
عصبانی	angry	xReact	PersonX always fought
برای بازگرداندن	to retaliate	xWant	PersonX always fought
به دیگران دانش می دهد	gives knowledge to others	oEffect	PersonX always listened
دوست داشتم	loved	oReact	PersonX always listened
گوش کردن به شخص ایکس.	to listen to Person X.	oWant	PersonX always listened
مهربان	kind	xAttr	PersonX always listened
اطلاعات جدید می آموزد	learns new information	xEffect	PersonX always listened
تا دوست خوبی باشم	to be a good friend	xIntent	PersonX always listened
برای احترام به مردم.	to respect people.	xNeed	PersonX always listened
تا آنچه را که از مردم آموخته استفاده کند.	to use what he has learned from people.	xWant	PersonX always listened
بالاخره یاد می گیرد	learns finally	oEffect	PersonX always told PersonY
کمک کرد	helped	oReact	PersonX always told PersonY
برای پرسیدن سوالات	to ask questions	oWant	PersonX always told PersonY
؟	?	xAttr	PersonX always told PersonY
از آن دوری می کنند	gets avoided	xEffect	PersonX always told PersonY
برای کمک کردن	to be helpful	xIntent	PersonX always told PersonY
سودمند	useful	xReact	PersonX always told PersonY
آسیب نمی بیند	doesn't get hurt	oEffect	PersonX always told ___
تحسین آمیز	appreciative	oReact	PersonX always told ___
آن ها را از حرف زدن باز دارد	them to stop talking	oWant	PersonX always told ___
پشتیبان کننده	supportive	xAttr	PersonX always told ___
معیارهای بالاتری دارند	have high standard	xNeed	PersonX always told ___
دانشمند	knowledgeable	xReact	PersonX always told ___
برای انجام آن	to do it	xWant	PersonX always told ___
به او هشدار می دهند	gets a warning	xEffect	PersonX always took ___
از وسایل نقلیه عمومی استفاده کنید	use public transport	xIntent	PersonX always took ___
جیب ها	pockets	xNeed	PersonX always took ___
مثل اینکه همیشه دیر می کنند	like they're always late	xReact	PersonX always took ___
برای عذرخواهی.	to apologize.	xWant	PersonX always took ___
مورد بی مهری قرار گرفته است.	is ostracized	oEffect	PersonX announces PersonY's intention
دستگیر شده	caught	oReact	PersonX announces PersonY's intention
انتقاد از انگیزه های برنامه ریزی شده	GIVE FEEDBACK ON THE PLANNED INTENTION	oWant	PersonX announces PersonY's intention
آدم رذل!	snakey	xAttr	PersonX announces PersonY's intention
فریاد می زنند	is yelled at	xEffect	PersonX announces PersonY's intention
شخصیتی برای راستگو بودن	persony to be honest	xIntent	PersonX announces PersonY's intention
بلند حرف زدن	to speak aloud	xNeed	PersonX announces PersonY's intention
رضایت خاطر	satisfied	xReact	PersonX announces PersonY's intention
تبریک می گوید به شخص ایکس	congratulates person x	oEffect	PersonX announces to everyone
تحت تاثیر قرار گرفته	intrigued	oReact	PersonX announces to everyone
تا به شخص ایکس بگوید که آنها چه فکر می کنند	to tell PersonX what they think	oWant	PersonX announces to everyone
مشتاقانه	enthusiastic	xAttr	PersonX announces to everyone
تعریف و تمجید می شود	gets complimented	xEffect	PersonX announces to everyone
همه بفهمند	everyone to know	xIntent	PersonX announces to everyone
همه چیز را واضح کنید	make things clear	xWant	PersonX announces to everyone
شخصی مورد احترام است.	PersonY is honored	oEffect	PersonX anoints PersonY with oil
افتخارآمیز	honored	oReact	PersonX anoints PersonY with oil
چشمانشان را ببندند	close their eyes	oWant	PersonX anoints PersonY with oil
پرهیزگار	pious	xAttr	PersonX anoints PersonY with oil
به خداوند وفادار می شود	becomes committed to God	xEffect	PersonX anoints PersonY with oil
وارد یک مراسم مذهبی شوید	enter a religious ceremony	xNeed	PersonX anoints PersonY with oil
دوست داشتن	loving	xReact	PersonX anoints PersonY with oil
برای باز کردن پارلور ماساژ	to open massage parlour	xWant	PersonX anoints PersonY with oil
اطلاعات جدید یاد بگیرید	learn new information	oEffect	PersonX answers PersonY questions
کمک کرد	helped	oReact	PersonX answers PersonY questions
به جواب گوش کن	listen to the answer	oWant	PersonX answers PersonY questions
توضیحی	explanatory	xAttr	PersonX answers PersonY questions
برای تحسین شدن	to be admired	xIntent	PersonX answers PersonY questions
برای اینکه زیردست شخصی به نام Y باشم	to be a subordinate to person Y	xNeed	PersonX answers PersonY questions
باهوش	clever	xReact	PersonX answers PersonY questions
برای گفتن حقیقت	To tell the truth	xWant	PersonX answers PersonY questions
خیلی چیزها یاد می گیرند	learns a lot	oEffect	PersonX answers PersonY's ___ well
به آن اهمیت می دادند	cared about	oReact	PersonX answers PersonY's ___ well
برای اینکه به آنها چیزهای بیشتری بیاموزم	to teach them more	oWant	PersonX answers PersonY's ___ well
آن ها ضبط شده اند	they are recorded	xEffect	PersonX answers PersonY's ___ well
کمک به شخصی که اطلاعات داده شده را پردازش می کند.	help person y process the information that was given.	xIntent	PersonX answers PersonY's ___ well
برای درک اینکه شخصی چه می خواهد	to understand what PersonY wants	xNeed	PersonX answers PersonY's ___ well
رضایت خاطر	satisfied	xReact	PersonX answers PersonY's ___ well
تا بپرسد آیا شخصی از این پاسخ راضی است؟	to ask if PersonY is satisfied with the answer	xWant	PersonX answers PersonY's ___ well
کمک کننده	helpful	xAttr	PersonX answers PersonY's phone
سوال می پرسد	asks questions	xEffect	PersonX answers PersonY's phone
تا بفهمم چه کسی زنگ می زند.	to know who is calling.	xIntent	PersonX answers PersonY's phone
برای گرفتن تلفن	to take the phone	xNeed	PersonX answers PersonY's phone
علاقمند و راضي.	interested and satisfied.	xReact	PersonX answers PersonY's phone
با شخصی حرف بزن	talk to person y	xWant	PersonX answers PersonY's phone
اطلاعات به مردم منتقل می شود	Information is conveyed to people	oEffect	PersonX answers another ___
خوشحال از اینکه به او فکر می کنند	happy to be thought of	oReact	PersonX answers another ___
تا به پایان برسد.	to end	oWant	PersonX answers another ___
هم آهنگ	consistent	xAttr	PersonX answers another ___
شخص ایکس سوال دیگری می پرسد	person x askes another question	xEffect	PersonX answers another ___
تا با او در تماس باشم.	to stay in touch	xIntent	PersonX answers another ___
برای آگاه شدن	to be informed	xNeed	PersonX answers another ___
تا به پایان برسد.	to end	xWant	PersonX answers another ___
کفاره را می پذیرد	accepts the appology	oEffect	PersonX apologizes profusely
ناراحت	upset	oReact	PersonX apologizes profusely
۱۰ برای از بین بردن آن ها	X TO UNDERSTAND THEY ARE UPSET	oWant	PersonX apologizes profusely
ترسان	scared	xAttr	PersonX apologizes profusely
آرام می گیرد	gets relaxed	xEffect	PersonX apologizes profusely
برای بخشیدن	to be forgiven	xIntent	PersonX apologizes profusely
ناراحت	upset	xReact	PersonX apologizes profusely
تعجب می کند اگر عذرخواهی صمیمانه باشد	wonders if apology is sincere	oEffect	PersonX apologizes to PersonX's boss
بهتر شدند	re leaved better	oReact	PersonX apologizes to PersonX's boss
متواضع	humble	xAttr	PersonX apologizes to PersonX's boss
برای انجام کار اشتباه.	to do something wrong at work.	xNeed	PersonX apologizes to PersonX's boss
نگران این هستند که آیا بخشوده خواهند شد یا نه.	anxious about whether they'll be forgiven	xReact	PersonX apologizes to PersonX's boss
تا هرگز اشتباه مشابهی را تکرار نکند.	to never make the same mistake again.	xWant	PersonX apologizes to PersonX's boss
اعلامیه های ایکس	notices X	oEffect	PersonX appears among PersonY
برای دیدن شخص ایکس	to se PersonX	oWant	PersonX appears among PersonY
متوجه می شود	is noticed	xEffect	PersonX appears among PersonY
تا خود را نشان دهند	to show up their	xIntent	PersonX appears among PersonY
برای عبور از میان مردم	to go through the people	xNeed	PersonX appears among PersonY
مثل اینکه خودشان آن را ساخته اند.	like they made it their	xReact	PersonX appears among PersonY
برای غافلگیر کردن شخصیت ها	to surprise persony	xWant	PersonX appears among PersonY
میترسید؟	afraid	oReact	PersonX appears out of nowhere
تا سربه سرش بگذارد	to tease him	oWant	PersonX appears out of nowhere
گربه مانند	catlike	xAttr	PersonX appears out of nowhere
مسابقه را می برد	wins the race	xEffect	PersonX appears out of nowhere
دزدکی رفتار کردن	to be sneaky	xIntent	PersonX appears out of nowhere
دزدکی به این طرف و آن طرف رفتن	to sneak around	xNeed	PersonX appears out of nowhere
بطور خشک و رسمی	wily	xReact	PersonX appears out of nowhere
تا آن ها را غافلگیر کند.	to surprise them	xWant	PersonX appears out of nowhere
خوب است.	cool	oEffect	PersonX applies PersonX's ___ unto PersonY
گوشه دار	akward	oReact	PersonX applies PersonX's ___ unto PersonY
به آنها توجه کنید.	Give them attention.	oWant	PersonX applies PersonX's ___ unto PersonY
بخشیدن	giving	xAttr	PersonX applies PersonX's ___ unto PersonY
دعا می کند	prays	xEffect	PersonX applies PersonX's ___ unto PersonY
احساس عشق کردن	to feel loved	xIntent	PersonX applies PersonX's ___ unto PersonY
برای اینکه ببینیم شخصی موفق می شود	to want to see PersonY succeed	xNeed	PersonX applies PersonX's ___ unto PersonY
خجالت زده	ashamed	xReact	PersonX applies PersonX's ___ unto PersonY
با هم قرار بگذارید.	Go on a date.	xWant	PersonX applies PersonX's ___ unto PersonY
اگر انتخابی به عمل آید	choice provided	oEffect	PersonX appoints another ___
فشار داده شده	pressured	oReact	PersonX appoints another ___
تا به سخنان جدید گوش دهند	to listen to the new appointy	oWant	PersonX appoints another ___
حکمفرما	authoritative	xAttr	PersonX appoints another ___
پیدا کردن فرد مناسب برای کار	getting right person for work	xEffect	PersonX appoints another ___
آدم درستکاری برای این کار	the right person on th job	xIntent	PersonX appoints another ___
برای آتش زدن یک شخص	to fire a person	xNeed	PersonX appoints another ___
تا با آنچه به همراه دارد سر و کار داشته باشیم.	to deal with what it brings	xWant	PersonX appoints another ___
لبخند	smiles	oEffect	PersonX appreciates PersonY's effort
قابل تحسین	appreciated	oReact	PersonX appreciates PersonY's effort
تا از او حمایت کنند	to keep supporting him	oWant	PersonX appreciates PersonY's effort
تحسین آمیز	appreciative	xAttr	PersonX appreciates PersonY's effort
الهام گرفته شده است	is inspired	xEffect	PersonX appreciates PersonY's effort
سپاسگزارم.	grateful	xIntent	PersonX appreciates PersonY's effort
دوستانه	friendly	xReact	PersonX appreciates PersonY's effort
عصبی می شود	gets nervous	oEffect	PersonX approaches PersonX's crush
شاد و خندان	flattered	oReact	PersonX approaches PersonX's crush
خوش بین	optimistic	xAttr	PersonX approaches PersonX's crush
تا کسی را ملاقات کند	to meet someone	xNeed	PersonX approaches PersonX's crush
خجالت زده	shy	xReact	PersonX approaches PersonX's crush
تا به آنها بگوید چه احساسی دارند	to tell them how they feel	xWant	PersonX approaches PersonX's crush
آن ها بد به نظر می رسند	they look bad	oEffect	PersonX approaches PersonY's crush
برای پخش شایعات در شبکه های اجتماعی	to go on social media to dispel rumors	oWant	PersonX approaches PersonY's crush
امیدوار کننده	hopeful	xAttr	PersonX approaches PersonY's crush
تحت فشار قرار می گیرد و رد می شود.	gets rejected by the crush	xEffect	PersonX approaches PersonY's crush
آن ها می خواهند ارتباط برقرار کنند	they want to communicate	xIntent	PersonX approaches PersonY's crush
برای اینکه مطمئن شوم او می تواند خودش را در معرض حمله ی یو قرار دهد.	to make sure she is presentable to Y's crush	xNeed	PersonX approaches PersonY's crush
پرحرف	talkative	xReact	PersonX approaches PersonY's crush
برای پست یادداشتی در شبکه های اجتماعی	to post a note on social media	xWant	PersonX approaches PersonY's crush
امن تر	safer	oReact	PersonX argues PersonY's case
تا مجرمین را شناسایی کند.	to identify the guilty party	oWant	PersonX argues PersonY's case
انگیزه دار	motivated	xAttr	PersonX argues PersonY's case
قدردانی را به دست می آورد	gains appreciation	xEffect	PersonX argues PersonY's case
برای این کار پول می گیرند	is paid to do so	xIntent	PersonX argues PersonY's case
برای آماده شدن	to prepare	xNeed	PersonX argues PersonY's case
ناقلا	dutiful	xReact	PersonX argues PersonY's case
تا شاهد دیگری را احضار کند	to call another witness	xWant	PersonX argues PersonY's case
عصبانی شدن	getting angry	oEffect	PersonX arouses PersonY interest
علاقه مند	interested	oReact	PersonX arouses PersonY interest
برای یادگیری بیشتر	to learn more	oWant	PersonX arouses PersonY interest
آرنالین شخص ایکس افزایش می یابد	PersonX's adrenaline increases	xEffect	PersonX arouses PersonY interest
برای اینکه تو را بشناسم	to get to know y	xIntent	PersonX arouses PersonY interest
برای صحبت با شخصی	to talk to PersonY	xNeed	PersonX arouses PersonY interest
امیدوار کننده	hopeful	xReact	PersonX arouses PersonY interest
تا بفهمم چرا شخصی به آنها نگاه می کند.	to find out why PersonY is looking at them	xWant	PersonX arouses PersonY interest
تحت تاثیر قرار گرفته	intrigued	oReact	PersonX arouses PersonY's interest
برای رد کردن ایکس	to reject x	oWant	PersonX arouses PersonY's interest
جذاب	attractive	xAttr	PersonX arouses PersonY's interest
در نظر گرفته شده است	Is considered	xEffect	PersonX arouses PersonY's interest
در رفتارهای رمانتیک و عاطفی دو جانبه مشارکت کنید.	participate in mutual romantic & sensual  behaviors.	xIntent	PersonX arouses PersonY's interest
تجربه کافی در مورد اتومبیل های قدیمی دارند	have an expertise in antique cars	xNeed	PersonX arouses PersonY's interest
تمرکز یافته	focused	xReact	PersonX arouses PersonY's interest
برای فروش	to make a sale	xWant	PersonX arouses PersonY's interest
غافلگیر می شود	becomes surprised	oEffect	PersonX asks PersonX's crush
سوال را پاسخ می دهد:	answers question	oEffect	PersonX asks PersonX's friend PersonY
کمک کننده	helpful	oReact	PersonX asks PersonX's friend PersonY
تلفن را قطع کند	to hang up the phone	oWant	PersonX asks PersonX's friend PersonY
کنجکاو	curious	xAttr	PersonX asks PersonX's friend PersonY
پاسخ به سوال	replies to answer	xEffect	PersonX asks PersonX's friend PersonY
برای آگاه شدن	to be informed	xIntent	PersonX asks PersonX's friend PersonY
برای اینکه بدانم چگونه بپرسم	to know how to ask	xNeed	PersonX asks PersonX's friend PersonY
رضایت خاطر	satisfied	xReact	PersonX asks PersonX's friend PersonY
تا پاسخ را پردازش کند.	to process the answer	xWant	PersonX asks PersonX's friend PersonY
پشتیبانی کنید	provide support	oEffect	PersonX asks PersonX's friend for advice
خوب است.	good.	oReact	PersonX asks PersonX's friend for advice
برای کمک به یک دوست	to help a friend	oWant	PersonX asks PersonX's friend for advice
دوستانه	friendly	xAttr	PersonX asks PersonX's friend for advice
پشتیبانی را دریافت کنید	receive support	xEffect	PersonX asks PersonX's friend for advice
برای کسب اطلاعات.	to get some information.	xIntent	PersonX asks PersonX's friend for advice
کمک	help	xNeed	PersonX asks PersonX's friend for advice
آسوده خاطر	relieved	xReact	PersonX asks PersonX's friend for advice
مراتب تشکر را دریافت می کند	receives thanks	oEffect	PersonX asks PersonX's friend for help
خوشحالم که کمک می کنم.	happy to help.	oReact	PersonX asks PersonX's friend for help
آن را انجام دهید	get it done	oWant	PersonX asks PersonX's friend for help
به آن اهمیت می دادند	cared for	xAttr	PersonX asks PersonX's friend for help
تا حدی پیشرفت کند	make some progress	xWant	PersonX asks PersonX's friend for help
باید در مورد برخی از پاسخ هایی که می توانیم بدهیم تفکر کنیم.	must reflect on some responses to give	oEffect	PersonX asks PersonX's friends for advice
کمک کننده	helpful	oReact	PersonX asks PersonX's friends for advice
برای پاسخ	to answer	oWant	PersonX asks PersonX's friends for advice
واکنش ها را دریافت می کند	gets responses	xEffect	PersonX asks PersonX's friends for advice
برای کمک گرفتن	to get help	xIntent	PersonX asks PersonX's friends for advice
فکر کردن به اینکه از چه کسی بپرسم	to think of who to ask	xNeed	PersonX asks PersonX's friends for advice
عصبی	nervous	xReact	PersonX asks PersonX's friends for advice
تا بر اساس نصیحت هایی که داده شده کار کند.	to work on the advice given	xWant	PersonX asks PersonX's friends for advice
بدون کمک	helpless	xAttr	PersonX asks PersonX's friends for help
نادیده گرفته شده	ignored	xEffect	PersonX asks PersonX's friends for help
برای اینکه احساس بهتری داشته باشم	to feel better	xIntent	PersonX asks PersonX's friends for help
تا تلفنشان را بردارد	to pick up their phone	xNeed	PersonX asks PersonX's friends for help
مثل اینکه او مردمی را دارد که به آنها مراجعه کند.	like he has people to turn to	xReact	PersonX asks PersonX's friends for help
تا از دیگران بپرسد	to ask others	xWant	PersonX asks PersonX's friends for help
جواب منفی به ایکس	Refuses X	oEffect	PersonX asks PersonX's husband
دیوانه	crazt	oReact	PersonX asks PersonX's husband
تا تفریح کنند.	to have fun.	oWant	PersonX asks PersonX's husband
متفکرانه	thoughtful	xAttr	PersonX asks PersonX's husband
دوباره پوشیده می شود	Gets rebuffed	xEffect	PersonX asks PersonX's husband
توصیه کمک	advice help	xIntent	PersonX asks PersonX's husband
یک تلفن	a phone	xNeed	PersonX asks PersonX's husband
برای بیرون رفتن با شوهر.	to go out with the husband.	xWant	PersonX asks PersonX's husband
به شخص X پاسخ می دهد.	answers to Person X	oEffect	PersonX asks PersonX's kids
قابل اعتماد نبود	not trusted	oReact	PersonX asks PersonX's kids
برای پیاده رفتن به سمت اتومبیل	to walk to the car	oWant	PersonX asks PersonX's kids
کنجکاو	inquisitive	xAttr	PersonX asks PersonX's kids
به بچه ها نگاه می کند	looks at kids	xEffect	PersonX asks PersonX's kids
برای اینکه بفهمیم	to find out	xIntent	PersonX asks PersonX's kids
خوب است.	good	xReact	PersonX asks PersonX's kids
گاین یک کارمند وفادار است	Gains a loyal worker	oEffect	PersonX asks PersonX's manager
عصبانی	angry	oReact	PersonX asks PersonX's manager
کنجکاو	curious	xAttr	PersonX asks PersonX's manager
برای رفتن پیش مدیر	to go to the manager	xNeed	PersonX asks PersonX's manager
نا امید	disappointed	xReact	PersonX asks PersonX's manager
تا زودتر به خانه برگردد	to go home early	xWant	PersonX asks PersonX's manager
برای کمک به پسرشان	to help their son	oWant	PersonX asks PersonX's mom for help
صبر می کند	waits	xEffect	PersonX asks PersonX's mom for help
کمک اضافی	extra assistance	xIntent	PersonX asks PersonX's mom for help
تا به مادرشان زنگ بزنند	to call their mom	xNeed	PersonX asks PersonX's mom for help
تحسین آمیز	appreciative	xReact	PersonX asks PersonX's mom for help
برای غلبه بر نگرانی هایش	to overcome his worries	xWant	PersonX asks PersonX's mom for help
با هم حرف بزنیم	have a conversation	oEffect	PersonX asks PersonX's neighbor
آسوده خاطر	relieved	oReact	PersonX asks PersonX's neighbor
به شخص ایکس توصیه کنید	give advice to PersonX	oWant	PersonX asks PersonX's neighbor
اظهار کننده	assertive	xAttr	PersonX asks PersonX's neighbor
پاسخی دریافت کنید	receive an answer	xEffect	PersonX asks PersonX's neighbor
با هم حرف بزنیم	have  conversation	xIntent	PersonX asks PersonX's neighbor
با یک مشکل روبرو شوید	face a problem	xNeed	PersonX asks PersonX's neighbor
آسوده خاطر	relieved	xReact	PersonX asks PersonX's neighbor
هم اتاقی اش تمایل دارد به این سوال پاسخ دهد	The roommate becomes inclined to answer the question	oEffect	PersonX asks PersonX's roommate
خوشحال و خوب	happy and good	oReact	PersonX asks PersonX's roommate
تا ببینیم شخص ایکس چه می گوید.	to consider what PersonX is saying	oWant	PersonX asks PersonX's roommate
کنجکاو	curious	xAttr	PersonX asks PersonX's roommate
پاسخی داد	told an answer	xEffect	PersonX asks PersonX's roommate
تا از هم اتاقی خود چیزی بخواهد و با او دوست شود.	to ask something to the roommate and get friendship	xIntent	PersonX asks PersonX's roommate
تا به هم اتاقی خود بگوید که اوضاع روبراه است آنها متوجه شدند	to tell Roommate it is okay they understood	xWant	PersonX asks PersonX's roommate
خودشان را توضیح می دهند	explains themselves	oEffect	PersonX asks PersonY a question
سوال شده.	questioned.	oReact	PersonX asks PersonY a question
برای پاسخ به این سوال	to answer the question	oWant	PersonX asks PersonY a question
بدون اطمینان	unsure	xAttr	PersonX asks PersonY a question
به پاسخ گوش می دهد	listens to the response	xEffect	PersonX asks PersonY a question
برای نزدیک شدن به شخصی	to approach PersonY	xNeed	PersonX asks PersonY a question
خوب است.	good	xReact	PersonX asks PersonY a question
تا سوال دیگری بپرسد	to ask another question	xWant	PersonX asks PersonY a question
سوال های بعدی او را شکنجه می دهد	gets tortured by subsequent questions	oEffect	PersonX asks PersonY a questions
کمک کننده	helpful	oReact	PersonX asks PersonY a questions
برای عدم پذیرش تاریخ	to decline the date	oWant	PersonX asks PersonY a questions
صدای سکسکه ای می آید.	nosy	xAttr	PersonX asks PersonY a questions
برای دانستن پاسخ	to know the answer	xIntent	PersonX asks PersonY a questions
به شخصی زنگ بزنم.	to call PersonY	xNeed	PersonX asks PersonY a questions
دانشمندتر	more knowledgeable	xReact	PersonX asks PersonY a questions
برای دانستن پاسخ تکالیف ریاضی	to know the answers to the math homework	xWant	PersonX asks PersonY a questions
دانششان را به اشتراک بگذارند	share knowledge	oEffect	PersonX asks PersonY advice
رضایت خاطر	satisfied	oReact	PersonX asks PersonY advice
برای حمایت کردن	to give support	oWant	PersonX asks PersonY advice
ممکن است بر اساس توصیه شخصی از فرد خاصی خواسته شود که با او قرار ملاقات بگذارد.	might ask a particular person out on a date based on PersonY's advice	xEffect	PersonX asks PersonY advice
دانستن اینکه چگونه کاری را انجام دهیم	to know how to do something	xIntent	PersonX asks PersonY advice
دور و بر شخصی بودن	be around PersonY	xNeed	PersonX asks PersonY advice
آسایش	comfort	xReact	PersonX asks PersonY advice
تا بدانم چگونه باید پیش بروم	to know how to proceed	xWant	PersonX asks PersonY advice
