input_text	prefix	target_text	Unnamed: 0
PersonX asks PersonX's crush	xAttr	curious	
PersonX asks PersonX's crush	xIntent	to be noticed	280952.0
PersonX asks PersonX's daughter	xAttr	curious	
PersonX asks PersonX's daughter	xIntent	to know the answer to a question	297359.0
PersonX asks PersonX's family	xAttr	honest	
PersonX asks PersonX's family	xIntent	to get family blessing	675723.0
PersonX asks PersonX's friend PersonY	xAttr	curious	
PersonX asks PersonX's friend PersonY	xIntent	the answer to a question	289158.0
PersonX asks PersonX's friend for advice	xAttr	needy	
PersonX asks PersonX's friend for advice	xIntent	to figure out something	279729.0
PersonX asks PersonX's friend for help	xAttr	cared for	
PersonX asks PersonX's friend for help	xIntent	advice	316936.0
PersonX asks PersonX's friends for advice	xAttr	uncertain	
PersonX asks PersonX's friends for advice	xIntent	help with a dilemma	282182.0
PersonX asks PersonX's friends for help	xAttr	humble	
PersonX asks PersonX's friends for help	xIntent	help with doing something	320537.0
PersonX asks PersonX's girlfriend	xAttr	nervous	
PersonX asks PersonX's girlfriend	xIntent	to find out something	281772.0
PersonX asks PersonX's husband	xAttr	helpless	
PersonX asks PersonX's husband	xIntent	to argue	286223.0
PersonX asks PersonX's kids	xAttr	inquisitive	
PersonX asks PersonX's kids	xIntent	get their opinion	284372.0
PersonX asks PersonX's manager	xAttr	inquisitive	
PersonX asks PersonX's manager	xIntent	get a promotion	316531.0
PersonX asks PersonX's mom for help	xAttr	dependent	
PersonX asks PersonX's mom for help	xIntent	to receive an advice	675525.0
PersonX asks PersonX's neighbor	xAttr	curious	
PersonX asks PersonX's neighbor	xIntent	introduce	284487.0
PersonX asks PersonX's neighbors	xAttr	dependent	
PersonX asks PersonX's neighbors	xIntent	to know something	294112.0
PersonX asks PersonX's parents for one	xAttr	hopeful	
PersonX asks PersonX's parents for one	xIntent	help	315971.0
PersonX asks PersonX's roommate	xAttr	social	
PersonX asks PersonX's roommate	xIntent	to ask something to the roommate and get friendship	307014.0
PersonX asks PersonX's son	xAttr	Inquisitive	
PersonX asks PersonX's son	xIntent	him to go get the groceries	577248.0
PersonX asks PersonX's wife	xAttr	thoughtful	
PersonX asks PersonX's wife	xIntent	to celeberate	645307.0
PersonX asks PersonY a question	xAttr	curious	
PersonX asks PersonY a question	xIntent	learn something new.	164062.0
PersonX asks PersonY a questions	xAttr	nosy	
PersonX asks PersonY a questions	xIntent	to know the answer	107022.0
PersonX asks PersonY advice	xAttr	curious	
PersonX asks PersonY advice	xIntent	to know how to do something	242950.0
PersonX asks PersonY anything	xAttr	inquisitive	
PersonX asks PersonY anything	xIntent	to know the truth.	241788.0
PersonX asks PersonY for PersonZ's number	xAttr	interested	
PersonX asks PersonY for PersonZ's number	xIntent	to ask personz on a date	307383.0
PersonX asks PersonY for a date	xAttr	shy	
PersonX asks PersonY for a date	xIntent	to have a relationship	328055.0
PersonX asks PersonY for a pencil	xAttr	friendly	
PersonX asks PersonY for a pencil	xIntent	to take a test	360385.0
PersonX asks PersonY for help	xAttr	dependent	
PersonX asks PersonY for help	xIntent	to do the best he can	194753.0
PersonX asks PersonY had happened	xAttr	curious	
PersonX asks PersonY had happened	xIntent	to understand	606665.0
PersonX asks PersonY if had seen	xAttr	Active	
PersonX asks PersonY if had seen	xIntent	to know something	672638.0
PersonX asks PersonY if wanted	xAttr	thoughtful	
PersonX asks PersonY if wanted	xIntent	something from person	96075.0
PersonX asks PersonY if would be	xAttr	inquisitive	
PersonX asks PersonY if would be	xIntent	to establish a relationship	265668.0
PersonX asks PersonY if would like	xAttr	courteous	
PersonX asks PersonY if would like	xIntent	to be asks	105573.0
PersonX asks PersonY liked	xAttr	questioning	
PersonX asks PersonY liked	xIntent	to know if they liked it	274964.0
PersonX asks PersonY meant	xAttr	curious	
PersonX asks PersonY meant	xIntent	the details	104911.0
PersonX asks PersonY mom	xAttr	submissive	
PersonX asks PersonY mom	xIntent	to ask a question	132215.0
PersonX asks PersonY on a date	xAttr	Bold	
PersonX asks PersonY on a date	xIntent	to go out with the person	132283.0
PersonX asks PersonY opinion	xAttr	Interested	
PersonX asks PersonY opinion	xIntent	to know their viewpoint	584962.0
PersonX asks PersonY out on a date	xAttr	nervous	
PersonX asks PersonY out on a date	xIntent	to get to know the person better	132085.0
PersonX asks PersonY question	xAttr	curious	
PersonX asks PersonY question	xIntent	to know something	589499.0
PersonX asks PersonY questions	xAttr	curious	
PersonX asks PersonY questions	xIntent	to know what happened	241528.0
PersonX asks PersonY some questions	xAttr	curious	
PersonX asks PersonY some questions	xIntent	information from person	114337.0
PersonX asks PersonY something	xAttr	inquisitve	
PersonX asks PersonY something	xIntent	to gain information.	154232.0
PersonX asks PersonY the question	xAttr	curious	
PersonX asks PersonY the question	xIntent	to get an answer	75198.0
PersonX asks PersonY the reason	xAttr	curious	
PersonX asks PersonY the reason	xIntent	to know things	271140.0
PersonX asks PersonY thought	xAttr	curious	
PersonX asks PersonY thought	xIntent	to feel close to person	83369.0
PersonX asks PersonY to accept	xAttr	gracious	
PersonX asks PersonY to accept	xIntent	to share	263237.0
PersonX asks PersonY to accompany	xAttr	friendly	
PersonX asks PersonY to accompany	xIntent	to provide companionship	269246.0
PersonX asks PersonY to be PersonX's wife	xAttr	engaged	
PersonX asks PersonY to be PersonX's wife	xIntent	to share their life with them	319382.0
PersonX asks PersonY to call	xAttr	shy	
PersonX asks PersonY to call	xIntent	to success	92799.0
PersonX asks PersonY to come	xAttr	inviting	
PersonX asks PersonY to come	xIntent	to talk to the person	129111.0
PersonX asks PersonY to dance	xAttr	interested	
PersonX asks PersonY to dance	xIntent	to dance	198680.0
PersonX asks PersonY to describe	xAttr	curious	
PersonX asks PersonY to describe	xIntent	to better visual the situation	256881.0
PersonX asks PersonY to dine	xAttr	needy	
PersonX asks PersonY to dine	xIntent	to go enjoy person y's company	670825.0
PersonX asks PersonY to dinner	xAttr	hopeful	
PersonX asks PersonY to dinner	xIntent	to go eat	256842.0
PersonX asks PersonY to explain	xAttr	confused	
PersonX asks PersonY to explain	xIntent	to find out reason	84399.0
PersonX asks PersonY to find	xAttr	dominant	
PersonX asks PersonY to find	xIntent	teamwork	254383.0
PersonX asks PersonY to forgive	xAttr	repentant	
PersonX asks PersonY to forgive	xIntent	to seek forgiveness	252179.0
PersonX asks PersonY to get	xAttr	persuasive	
PersonX asks PersonY to get	xIntent	something	122793.0
PersonX asks PersonY to give	xAttr	inquisitive	
PersonX asks PersonY to give	xIntent	to receive something	105247.0
PersonX asks PersonY to help	xAttr	assertive	
PersonX asks PersonY to help	xIntent	assistance on a task	120559.0
PersonX asks PersonY to join	xAttr	friendly	
PersonX asks PersonY to join	xIntent	socialable	90582.0
PersonX asks PersonY to join PersonZ	xAttr	friendly	
PersonX asks PersonY to join PersonZ	xIntent	wants more cooperation	364227.0
PersonX asks PersonY to leave	xAttr	confrontational	
PersonX asks PersonY to leave	xIntent	to be in a quiet area	167876.0
PersonX asks PersonY to let	xAttr	curious	
PersonX asks PersonY to let	xIntent	to be accepting	651211.0
PersonX asks PersonY to look	xAttr	inquisitive	
PersonX asks PersonY to look	xIntent	to get a second opinion	77182.0
PersonX asks PersonY to marry	xAttr	bold	
PersonX asks PersonY to marry	xIntent	to be with them forever	73494.0
PersonX asks PersonY to marry PersonY	xAttr	hopeful	
PersonX asks PersonY to marry PersonY	xIntent	the people to be happy	143397.0
PersonX asks PersonY to meet	xAttr	brave	
PersonX asks PersonY to meet	xIntent	to tell person something	587134.0
PersonX asks PersonY to prom	xAttr	determined	
PersonX asks PersonY to prom	xIntent	to be with persony	341497.0
PersonX asks PersonY to repeat	xAttr	scatter-brained	
PersonX asks PersonY to repeat	xIntent	to understand person better	585731.0
PersonX asks PersonY to return	xAttr	lonely	
PersonX asks PersonY to return	xIntent	to have persony back in his life	248175.0
PersonX asks PersonY to see	xAttr	Unsure	
PersonX asks PersonY to see	xIntent	them to understand	257275.0
PersonX asks PersonY to send	xAttr	social	
PersonX asks PersonY to send	xIntent	something he ordered from person.	108950.0
PersonX asks PersonY to sign	xAttr	persuasive	
PersonX asks PersonY to sign	xIntent	to get a signature from y	255315.0
PersonX asks PersonY to stop	xAttr	Open	
PersonX asks PersonY to stop	xIntent	the person to stop what it is that they are doing.	655370.0
PersonX asks PersonY to take	xAttr	superior	
PersonX asks PersonY to take	xIntent	needy	77905.0
