input_text	prefix	target_text	Unnamed: 0
PersonX blinks PersonY's eyes	xNeed	to pick up hands	
PersonX blinks PersonY's eyes	xReact	better	
PersonX blocks PersonY's path	xAttr	aggressive	
PersonX blocks PersonY's path	xNeed	to see PersonY approaching	
PersonX blocks PersonY's path	xReact	aggressive	
PersonX blocks PersonY's path	xWant	To restrain Y	
PersonX blots PersonX's copy book	xAttr	wreckless	
PersonX blots PersonX's copy book	xIntent	to use the copy book	200388.0
PersonX blots PersonX's copy book	xNeed	pick up marker	
PersonX blots PersonX's copy book	xReact	motivated	
PersonX blows PersonY away	xAttr	special	
PersonX blows PersonY away	xNeed	find person y	
PersonX blows PersonY away	xReact	amazed at what he had accomplished	
PersonX blows PersonY away	xWant	clean up	
PersonX blows PersonY out of the water	xAttr	sharp	
PersonX blows PersonY out of the water	xIntent	to win an argument with person y	218429.0
PersonX blows PersonY out of the water	xNeed	tell an eventful story	
PersonX blows PersonY out of the water	xReact	victorious	
PersonX blows a bubble	xAttr	Playful	
PersonX blows a bubble	xIntent	to have fun	516833.0
PersonX blows a bubble	xNeed	go to party store	
PersonX blows a bubble	xReact	joyful	
PersonX blows this pop stand	xAttr	finished	
PersonX blows this pop stand	xIntent	move on to better thing	598940.0
PersonX blows this pop stand	xNeed	to have seen everything	
PersonX blows this pop stand	xReact	like there going someplace better	
PersonX boards PersonX's plane	xAttr	available	
PersonX boards PersonX's plane	xIntent	to take a trip	295950.0
PersonX boards PersonX's plane	xNeed	to ride to the airport	
PersonX boards PersonX's plane	xReact	excited	
PersonX boards PersonX's plane	xWant	to go to Jamaica	
PersonX boards the bus	xAttr	thrifty	
PersonX boards the bus	xIntent	to go out to have some fun.	480667.0
PersonX boards the bus	xNeed	to get to the bus stop	
PersonX boards the bus	xReact	rested and transported	
PersonX boards the train	xAttr	punctual	
PersonX boards the train	xNeed	go to railway station	
PersonX boards the train	xReact	excited.	
PersonX boards the train	xWant	get a seat in train	
PersonX boils the water	xAttr	knowledgeable	
PersonX boils the water	xNeed	cook noodle	
PersonX boils the water	xReact	helpful	
PersonX boils the water	xWant	stir noodle	
PersonX boils water	xAttr	active	
PersonX boils water	xNeed	Needs a pot	
PersonX boils water	xReact	ready to go	
PersonX boils water	xWant	to drink	
PersonX books PersonX's trip	xAttr	excited	
PersonX books PersonX's trip	xIntent	to be prepared for his vacation	278946.0
PersonX books PersonX's trip	xNeed	talk to travel agent	
PersonX books PersonX's trip	xReact	satisfied	
PersonX books a hotel	xAttr	proactive	
PersonX books a hotel	xNeed	to research online.	
PersonX books a hotel	xReact	excited about it	
PersonX books a hotel	xWant	to tell their spouse what they decided on.	
PersonX books a trip	xAttr	adventerous	
PersonX books a trip	xNeed	find a flight	
PersonX books a trip	xReact	excited	
PersonX books a trip	xWant	to go someplace	
PersonX bores PersonY a son	xAttr	maternal	
PersonX bores PersonY a son	xIntent	none	605405.0
PersonX bores PersonY a son	xNeed	have a relationship	
PersonX bores PersonY a son	xReact	sad	
PersonX bores PersonY a son	xWant	to love the baby	
PersonX borrows a book	xAttr	Poor	
PersonX borrows a book	xIntent	to read something interesting	634912.0
PersonX borrows a book	xNeed	check it out of the library	
PersonX borrows a book	xReact	grateful	
PersonX borrows some money	xAttr	poor	
PersonX borrows some money	xIntent	to make sure they have enough for bills	499213.0
PersonX borrows some money	xNeed	meet friend	
PersonX borrows some money	xReact	ashamed	
PersonX borrows the money	xAttr	needy	
PersonX borrows the money	xIntent	to be able to buy something	626492.0
PersonX borrows the money	xNeed	to have a need.	
PersonX borrows the money	xReact	grateful	
PersonX borrows the money	xWant	to pay debt.	
PersonX bounces the ball	xAttr	bored	
PersonX bounces the ball	xNeed	get a ball	
PersonX bounces the ball	xReact	tired	
PersonX bounces the ball	xWant	catch the ball	
PersonX bows PersonY's head	xAttr	controlling	
PersonX bows PersonY's head	xIntent	wants to show respect	658873.0
PersonX bows PersonY's head	xNeed	to approach personY	
PersonX bows PersonY's head	xReact	at ease	
PersonX boxes PersonY's ears	xAttr	mean	
PersonX boxes PersonY's ears	xIntent	to keep talking	205232.0
PersonX boxes PersonY's ears	xNeed	to make PersonY feel comfortable	
PersonX boxes PersonY's ears	xReact	happy	
PersonX brags to all PersonX's friends	xAttr	cocky	
PersonX brags to all PersonX's friends	xIntent	to make people jealous	570161.0
PersonX brags to all PersonX's friends	xNeed	to find his friends	
PersonX brags to all PersonX's friends	xReact	excited	
PersonX breaks PersonX's fall	xAttr	thankful	
PersonX breaks PersonX's fall	xNeed	to slip	
PersonX breaks PersonX's fall	xReact	like it will do less damage that way	
PersonX breaks PersonX's fall	xWant	to check if they broke something	
PersonX breaks PersonX's phone	xAttr	sad	
PersonX breaks PersonX's phone	xIntent	to be mean to persony	297904.0
PersonX breaks PersonX's phone	xNeed	obtain phone	
PersonX breaks PersonX's phone	xReact	guilty	
PersonX breaks PersonY's arm	xAttr	agressive	
PersonX breaks PersonY's arm	xNeed	to get close to Y	
PersonX breaks PersonY's arm	xReact	remorseful.	
PersonX breaks PersonY's arm	xWant	to take revenge ion him	
PersonX breaks PersonY's glasses	xAttr	irresponsible	
PersonX breaks PersonY's glasses	xNeed	to pick up the glasses	
PersonX breaks PersonY's glasses	xReact	terrible	
PersonX breaks PersonY's glasses	xWant	to buy new glasses	
PersonX breaks PersonY's leg	xAttr	rough	
PersonX breaks PersonY's leg	xIntent	to be feared.	135057.0
PersonX breaks PersonY's leg	xNeed	to get a baseball bat	
PersonX breaks PersonY's leg	xReact	bad	
PersonX breaks a bone	xAttr	clumsly	
PersonX breaks a bone	xNeed	to fall	
PersonX breaks a bone	xReact	hurt	
PersonX breaks a bone	xWant	go to the hospital	
PersonX breaks a sweat	xAttr	tired	
PersonX breaks a sweat	xIntent	to become more fit	236829.0
PersonX breaks a sweat	xNeed	to be hot	
PersonX breaks a sweat	xReact	fulfilled	
PersonX breaks both of PersonX's legs	xAttr	clumsy	
PersonX breaks both of PersonX's legs	xIntent	none	644944.0
PersonX breaks both of PersonX's legs	xNeed	do something stupid	
PersonX breaks both of PersonX's legs	xReact	pain	
PersonX breaks both of PersonX's legs	xWant	rest	
PersonX breaks both of PersonY's legs	xAttr	mean	
PersonX breaks both of PersonY's legs	xIntent	to kill persony	573498.0
PersonX breaks both of PersonY's legs	xNeed	to get angry	
PersonX breaks both of PersonY's legs	xReact	angry still	
PersonX breaks my leg	xAttr	mean	
PersonX breaks my leg	xIntent	none	474423.0
PersonX breaks my leg	xNeed	to fall down	
PersonX breaks my leg	xReact	awful	
PersonX breaks the deadlock	xAttr	decisive	
PersonX breaks the deadlock	xNeed	to be in deadlock	
PersonX breaks the deadlock	xReact	relieved	
PersonX breaks the deadlock	xWant	to fight	
PersonX breaks the fourth wall	xAttr	violent	
PersonX breaks the fourth wall	xNeed	to get a hammer	
PersonX breaks the fourth wall	xReact	funny	
PersonX breaks the fourth wall	xWant	to rest	
PersonX breaks the silence	xAttr	loud	
PersonX breaks the silence	xIntent	to begin speach	443879.0
PersonX breaks the silence	xNeed	to talk	
PersonX breaks the silence	xReact	glad to be done speaking	
PersonX breaks up with PersonY's girlfriend	xAttr	helpful	
PersonX breaks up with PersonY's girlfriend	xIntent	none	145901.0
PersonX breaks up with PersonY's girlfriend	xNeed	to learn that she is someone else's girlfriend	
PersonX breaks up with PersonY's girlfriend	xReact	satisfied having helped the lovers	
PersonX breastfeeds PersonX's baby	xAttr	caring	
PersonX breastfeeds PersonX's baby	xNeed	to hold the baby	
PersonX breastfeeds PersonX's baby	xReact	drained	
PersonX breastfeeds PersonX's baby	xWant	to burp the baby	
PersonX breathes hard	xAttr	anxious	
PersonX breathes hard	xNeed	to exercise	
PersonX breathes hard	xReact	alive	
PersonX breathes hard	xWant	to sit down	
PersonX bridges the gap between PersonY and PersonY	xAttr	brave	
PersonX bridges the gap between PersonY and PersonY	xNeed	talk to both parties	
PersonX bridges the gap between PersonY and PersonY	xReact	proud	
PersonX bridges the gap between PersonY and PersonY	xWant	celebrate with person y and y	
PersonX brings PersonX's grades up	xAttr	improving	
PersonX brings PersonX's grades up	xIntent	to feel more successful academically.	676705.0
PersonX brings PersonX's grades up	xNeed	to work hard	
PersonX brings PersonX's grades up	xReact	proud	
PersonX brings PersonY back	xAttr	helpful	
PersonX brings PersonY back	xIntent	be with person	150521.0
PersonX brings PersonY back	xNeed	to drive to pick up PersonY	
PersonX brings PersonY back	xReact	happy	
PersonX brings PersonY something	xAttr	humble	
PersonX brings PersonY something	xNeed	to drive.	
PersonX brings PersonY something	xReact	happy	
PersonX brings PersonY something	xWant	to help PersonY.	
PersonX brings PersonY to god	xAttr	Saver	
PersonX brings PersonY to god	xIntent	to evangelize	260375.0
PersonX brings PersonY to god	xNeed	He meets his friend for coffee.	
PersonX brings PersonY to god	xReact	enlightened	
PersonX brings PersonY to the doctor	xAttr	generous	
PersonX brings PersonY to the doctor	xNeed	drive	
PersonX brings PersonY to the doctor	xReact	satisfied	
PersonX brings PersonY to the doctor	xWant	pay bills	
PersonX brings PersonY to trial	xAttr	loyal	
PersonX brings PersonY to trial	xIntent	to learning something	75114.0
PersonX brings PersonY to trial	xNeed	to report to the police	
PersonX brings PersonY to trial	xReact	powerful	
PersonX brings PersonY's family	xAttr	caring	
PersonX brings PersonY's family	xNeed	to pick up PersonY's family	
PersonX brings PersonY's family	xReact	happy	
PersonX brings PersonY's family	xWant	to take PersonY's family back home	
PersonX brings PersonY's hand	xAttr	loving	
PersonX brings PersonY's hand	xIntent	to hold the person's hand.	162030.0
PersonX brings PersonY's hand	xNeed	find Y	
PersonX brings PersonY's hand	xReact	loved.	
PersonX brings PersonY's hand up	xAttr	supportive	
PersonX brings PersonY's hand up	xNeed	grab PersonY's fingers	
PersonX brings PersonY's hand up	xReact	vindicated	
PersonX brings PersonY's hand up	xWant	shake hands	
PersonX brings PersonY's son	xAttr	thoughtful	
PersonX brings PersonY's son	xIntent	to take him to the park	313639.0
PersonX brings PersonY's son	xNeed	to leave the house	
PersonX brings PersonY's son	xReact	happy	
PersonX brings PersonY's son	xWant	to do something fun	
PersonX brings forth fruit	xAttr	useful	
PersonX brings forth fruit	xNeed	to get a ladder	
PersonX brings forth fruit	xReact	satisfied	
PersonX brings forth fruit	xWant	to make a pie	
PersonX brings gifts	xAttr	generous	
PersonX brings gifts	xIntent	to be generous	503078.0
PersonX brings gifts	xNeed	to go to store to buy gifts	
PersonX brings gifts	xReact	like he shows his appreciation	
PersonX brings gifts	xWant	to wrap the gifts	
PersonX brings home the bacon	xAttr	glutton	
PersonX brings home the bacon	xNeed	get a job	
PersonX brings home the bacon	xReact	proud	
PersonX brings home the bacon	xWant	to cook the bacon	
PersonX brings home to PersonY	xAttr	thoughtful	
PersonX brings home to PersonY	xNeed	to find it	
PersonX brings home to PersonY	xReact	giving	
PersonX brings home to PersonY	xWant	to give it to PersonY	
PersonX brings it back	xAttr	nostalgic	
PersonX brings it back	xNeed	to borrow something	
PersonX brings it back	xReact	good	
PersonX brings it back	xWant	to return item	
PersonX brings it to PersonY's lips	xAttr	helpful	
PersonX brings it to PersonY's lips	xNeed	to make PersonY feel comfortable	
PersonX brings it to PersonY's lips	xReact	aroused	
PersonX brings it to PersonY's lips	xWant	to feed PersonY	
PersonX brings out in a rash	xAttr	allergic	
PersonX brings out in a rash	xNeed	eat something they are allergic too	
PersonX brings out in a rash	xReact	bad	
PersonX brings out in a rash	xWant	to go to the doctor	
PersonX brings something	xAttr	generous	
PersonX brings something	xNeed	to buy something	
PersonX brings something	xReact	helpful	
PersonX brings something	xWant	to use something	
PersonX brings the dog home	xAttr	responsible	
PersonX brings the dog home	xIntent	to give the dog a loving home	359116.0
PersonX brings the dog home	xNeed	to adopt a dog	
PersonX brings the dog home	xReact	like they have done a good deed	
PersonX brings the dog home	xWant	to buy food for the dog	
PersonX brings the food	xAttr	respectful	
PersonX brings the food	xNeed	to find something to eat	
PersonX brings the food	xReact	happy	
PersonX brings the food	xWant	to have a fun party	
PersonX brings to light	xAttr	smart	
PersonX brings to light	xNeed	to understand the situation	
PersonX brings to light	xReact	understood	
PersonX brings to light	xWant	to see what people think	
PersonX brings up PersonY's children	xAttr	protective	
PersonX brings up PersonY's children	xIntent	to complain	654960.0
PersonX brings up PersonY's children	xNeed	to adopt the children	
PersonX brings up PersonY's children	xReact	contented with himself.	
PersonX brings up the rear	xAttr	still	
PersonX brings up the rear	xIntent	to help the team.	602200.0
PersonX brings up the rear	xNeed	start on his trek	
PersonX brings up the rear	xReact	satified	
PersonX brushes PersonY teeth	xAttr	kind	
PersonX brushes PersonY teeth	xIntent	to have good teeth	586179.0
PersonX brushes PersonY teeth	xNeed	to have a toothbrush	
PersonX brushes PersonY teeth	xReact	negative	
PersonX brushes my teeth	xAttr	responsible	
PersonX brushes my teeth	xIntent	to help me get ready for the day	398730.0
PersonX brushes my teeth	xNeed	to pick up a toothbrush	
PersonX brushes my teeth	xReact	clean	
PersonX brushes my teeth	xWant	to put the toothbrush down	
PersonX builds PersonX's house	xAttr	dedicated	
PersonX builds PersonX's house	xIntent	a new house	73187.0
PersonX builds PersonX's house	xNeed	to make a plan	
PersonX builds PersonX's house	xReact	accomplished	
PersonX builds PersonX's house	xWant	to check on the progress	
PersonX builds PersonX's own computer	xAttr	Talented	
PersonX builds PersonX's own computer	xIntent	to play video games.	310170.0
PersonX builds PersonX's own computer	xNeed	to find out the procedure	
PersonX builds PersonX's own computer	xReact	pride because they did it themselves	
PersonX builds PersonY house	xAttr	hardworking	
PersonX builds PersonY house	xIntent	to get paid for constructing a house	267580.0
PersonX builds PersonY house	xNeed	building materials	
PersonX builds PersonY house	xReact	helpful	
PersonX builds PersonY's house	xAttr	benefactor	
PersonX builds PersonY's house	xIntent	to be a good friend	651423.0
PersonX builds PersonY's house	xNeed	to get the materials for the house	
PersonX builds PersonY's house	xReact	like he/she is helping out	
PersonX builds PersonY's house	xWant	to complete the house	
PersonX builds PersonY's houses	xAttr	skillful	
PersonX builds PersonY's houses	xNeed	to buy the materials	
PersonX builds PersonY's houses	xReact	proud	
PersonX builds PersonY's houses	xWant	to be a successful builder	
PersonX builds PersonY's nest	xAttr	helpful	
PersonX builds PersonY's nest	xIntent	to help persony	77680.0
PersonX builds PersonY's nest	xNeed	to buy materials.	
PersonX builds PersonY's nest	xReact	happy	
PersonX builds PersonY's nest	xWant	to rest.	
PersonX builds a better mousetrap	xAttr	innovative	
PersonX builds a better mousetrap	xIntent	to do it better	240138.0
PersonX builds a better mousetrap	xNeed	find a design	
PersonX builds a better mousetrap	xReact	satisfied.	
PersonX builds a better mousetrap	xWant	to show off the design	
PersonX builds a snowman	xAttr	Playful	
PersonX builds a snowman	xIntent	to enjoy the snowy weather	390089.0
PersonX builds a snowman	xNeed	wait for snow	
PersonX builds a snowman	xReact	content	
PersonX buries PersonX's head in the sand	xAttr	Stuck	
PersonX buries PersonX's head in the sand	xNeed	to get a shovel	
PersonX buries PersonX's head in the sand	xReact	uninformed	
PersonX buries PersonX's head in the sand	xWant	to get out of the sand	
PersonX buries the lede	xAttr	hardworking	
PersonX buries the lede	xNeed	goes to the shed	
PersonX buries the lede	xReact	silly	
PersonX buries the lede	xWant	hide their treasure	
PersonX burns PersonX's bridges	xAttr	Hard headed	
PersonX burns PersonX's bridges	xIntent	to be rebellious	212110.0
PersonX burns PersonX's bridges	xNeed	to make rash decisions	
PersonX burns PersonX's bridges	xReact	lonely	
PersonX burns PersonX's bridges	xWant	to mend relationships	
PersonX burns PersonX's mouth	xAttr	reckless	
PersonX burns PersonX's mouth	xNeed	to go for Mexican food	
PersonX burns PersonX's mouth	xReact	in pain	
PersonX burns PersonX's mouth	xWant	to drink water	
PersonX bursts PersonY's bubble	xAttr	mean	
PersonX bursts PersonY's bubble	xIntent	prove a point	201654.0
PersonX bursts PersonY's bubble	xNeed	contact the person	
PersonX bursts PersonY's bubble	xReact	powerful	
PersonX bursts into tears	xAttr	emotional	
PersonX bursts into tears	xNeed	to have something happen that is upsetting.	
PersonX bursts into tears	xReact	sad	
PersonX bursts into tears	xWant	clean up	
PersonX buys PersonX's dream car	xAttr	satiated	
PersonX buys PersonX's dream car	xNeed	To save money	
PersonX buys PersonX's dream car	xReact	proud	
PersonX buys PersonX's dream car	xWant	To show off the car	
PersonX buys PersonX's dress	xAttr	interested	
PersonX buys PersonX's dress	xNeed	to shop around	
PersonX buys PersonX's dress	xReact	happy	
PersonX buys PersonX's dress	xWant	to put the dress away	
PersonX buys PersonX's first car	xAttr	proud	
PersonX buys PersonX's first car	xIntent	a car	279138.0
PersonX buys PersonX's first car	xNeed	to research which car to buy.	
PersonX buys PersonX's first car	xReact	excited	
PersonX buys PersonX's first car	xWant	to test drive the new car.	
PersonX buys PersonX's first house	xAttr	considerate	
PersonX buys PersonX's first house	xIntent	to have more space	314895.0
PersonX buys PersonX's first house	xNeed	to get loan from bank	
PersonX buys PersonX's first house	xReact	grown up	
PersonX buys PersonX's ticket	xAttr	excited	
PersonX buys PersonX's ticket	xIntent	to be social	573836.0
PersonX buys PersonX's ticket	xNeed	to bring a wallet.	
PersonX buys PersonX's ticket	xReact	excited	
PersonX buys PersonY a new bike	xAttr	generous	
PersonX buys PersonY a new bike	xIntent	to gift them	359918.0
PersonX buys PersonY a new bike	xNeed	to go to the store	
PersonX buys PersonY a new bike	xReact	like a boss.	
PersonX buys PersonY a new car	xAttr	generous	
PersonX buys PersonY a new car	xNeed	to save the money	
PersonX buys PersonY a new car	xReact	glad	
PersonX buys PersonY a new car	xWant	to gift him	
PersonX buys PersonY a pair	xAttr	considerate	
PersonX buys PersonY a pair	xIntent	to be nice	429153.0
PersonX buys PersonY a pair	xNeed	Get money and find the pair they want to buy.	
PersonX buys PersonY a pair	xReact	generous	
PersonX buys PersonY ice cream	xAttr	generous	
PersonX buys PersonY ice cream	xIntent	to reward him for his help	331374.0
PersonX buys PersonY ice cream	xNeed	make money	
PersonX buys PersonY ice cream	xReact	contented with himself	
PersonX buys PersonY new shoes	xAttr	caring	
PersonX buys PersonY new shoes	xNeed	to find out y's size	
PersonX buys PersonY new shoes	xReact	generous	
PersonX buys PersonY new shoes	xWant	to wrap them up	
PersonX buys PersonY's daughter	xAttr	giving	
PersonX buys PersonY's daughter	xNeed	to convince him	
PersonX buys PersonY's daughter	xReact	sleazy	
PersonX buys PersonY's daughter	xWant	to use her	
PersonX buys PersonY's lunch	xAttr	generous	
PersonX buys PersonY's lunch	xNeed	take out their wallet	
PersonX buys PersonY's lunch	xReact	happy	
PersonX buys PersonY's lunch	xWant	to show appreciation for person Y	
PersonX buys PersonY's son	xAttr	thoughtful	
PersonX buys PersonY's son	xNeed	research	
PersonX buys PersonY's son	xReact	happy	
PersonX buys PersonY's son	xWant	to educate him	
PersonX buys PersonY's supplies	xAttr	caring	
PersonX buys PersonY's supplies	xIntent	them to have the appropriate materials	574477.0
PersonX buys PersonY's supplies	xNeed	Take out wallet	
PersonX buys PersonY's supplies	xReact	like they need the materials to function well	
PersonX buys a bike	xAttr	adventurous	
PersonX buys a bike	xIntent	to get exercise	397451.0
PersonX buys a bike	xNeed	to make money	
PersonX buys a bike	xReact	active	
PersonX buys a cake	xAttr	adventurous	
PersonX buys a cake	xIntent	to celebrate her son's birthday.	696605.0
PersonX buys a cake	xNeed	to save money	
PersonX buys a cake	xReact	good.	
PersonX buys a christmas tree	xAttr	festive	
PersonX buys a christmas tree	xIntent	to enjoy the christmas feeling	513511.0
PersonX buys a christmas tree	xNeed	to visit a tree farm	
PersonX buys a christmas tree	xReact	the holiday spirit	
PersonX buys a coffee	xAttr	thirsty	
PersonX buys a coffee	xIntent	to taste it	407060.0
PersonX buys a coffee	xNeed	to go to starbucks	
PersonX buys a coffee	xReact	energetic	
PersonX buys a dress	xAttr	fashionable	
PersonX buys a dress	xIntent	to look pretty	489094.0
PersonX buys a dress	xNeed	to go to clothes store	
PersonX buys a dress	xReact	beautiful	
PersonX buys a game	xAttr	friendly	
PersonX buys a game	xNeed	to go to the store.	
PersonX buys a game	xReact	guilty about spoiling his son	
PersonX buys a game	xWant	to open the game.	
PersonX buys a home	xAttr	responsible	
PersonX buys a home	xIntent	to be safe	420486.0
PersonX buys a home	xNeed	to earn money	
PersonX buys a home	xReact	like buying a home.	
PersonX buys a new battery	xAttr	determined	
PersonX buys a new battery	xNeed	to go to the store	
PersonX buys a new battery	xReact	satisfied	
PersonX buys a new battery	xWant	to install the new battery	
PersonX buys a new brush	xAttr	conscientious	
PersonX buys a new brush	xNeed	drive to store	
PersonX buys a new brush	xReact	accomplished	
PersonX buys a new brush	xWant	takes brush out of packaging	
PersonX buys a new car	xAttr	responsible	
PersonX buys a new car	xIntent	to be able to drive to work	130456.0
PersonX buys a new car	xNeed	Save a lot of money.	
PersonX buys a new car	xReact	super excited because he just bought a new car	
PersonX buys a new chair	xAttr	practical	
PersonX buys a new chair	xIntent	they want a place to sit	359701.0
PersonX buys a new chair	xNeed	to go to the store	
PersonX buys a new chair	xReact	comfortable	
PersonX buys a new chair	xWant	to take it home	
PersonX buys a new charger	xAttr	Prepared	
PersonX buys a new charger	xIntent	a charger that works	338273.0
PersonX buys a new charger	xNeed	to find out what kind of charger he needs.	
PersonX buys a new charger	xReact	like he handled a problem	
PersonX buys a new computer	xAttr	savvy	
PersonX buys a new computer	xIntent	new technology	139485.0
PersonX buys a new computer	xNeed	Finds out his broke.	
PersonX buys a new computer	xReact	happy to have something new	
PersonX buys a new couch	xAttr	Comfortable	
PersonX buys a new couch	xNeed	to bargain shop	
PersonX buys a new couch	xReact	like an adult.	
PersonX buys a new couch	xWant	to redecorate room	
PersonX buys a new fish	xAttr	excitable	
PersonX buys a new fish	xNeed	get supplies	
PersonX buys a new fish	xReact	happy with their new friend.	
PersonX buys a new fish	xWant	make sure to lift if over the scanners when leaving the store	
PersonX buys a new game	xAttr	friendly	
PersonX buys a new game	xNeed	get bored with old game	
PersonX buys a new game	xReact	happy	
PersonX buys a new game	xWant	have a lot of fun with the new game	
PersonX buys a new hat	xAttr	elderly	
PersonX buys a new hat	xIntent	to look handsome	330808.0
PersonX buys a new hat	xNeed	to find out what hat they want	
PersonX buys a new hat	xReact	happy and contented	
PersonX buys a new hat	xWant	to look good	
PersonX buys a new iphone	xAttr	Playing	
PersonX buys a new iphone	xIntent	to replace his old phone.	337460.0
PersonX buys a new iphone	xNeed	to compare different models	
PersonX buys a new iphone	xReact	happy	
PersonX buys a new keyboard	xAttr	nerdy	
PersonX buys a new keyboard	xIntent	to replace the old one that is broken.	341287.0
PersonX buys a new keyboard	xNeed	go to shop	
PersonX buys a new keyboard	xReact	accomplished.	
PersonX buys a new mattress	xAttr	rich	
PersonX buys a new mattress	xIntent	to get a better night's sleep	681068.0
PersonX buys a new mattress	xNeed	to research online new mattress deals	
PersonX buys a new mattress	xReact	happy and revitalized.	
PersonX buys a new microwave	xAttr	domestic	
PersonX buys a new microwave	xIntent	to gift someone else	350966.0
PersonX buys a new microwave	xNeed	to go to the store	
PersonX buys a new microwave	xReact	happy.	
PersonX buys a new pair	xAttr	rich	
PersonX buys a new pair	xIntent	something new	134192.0
PersonX buys a new pair	xNeed	to go to the store	
PersonX buys a new pair	xReact	happy	
PersonX buys a new pair of socks	xAttr	Bare foot	
PersonX buys a new pair of socks	xNeed	to go to the store	
PersonX buys a new pair of socks	xReact	good	
PersonX buys a new pair of socks	xWant	to wear it to the party	
PersonX buys a new plant	xAttr	thoughtful	
PersonX buys a new plant	xIntent	to make a garden	430447.0
PersonX buys a new plant	xNeed	he has to arrange for money to buy	
PersonX buys a new plant	xReact	happy	
PersonX buys a new purse	xAttr	materialistic	
PersonX buys a new purse	xNeed	To save money	
PersonX buys a new purse	xReact	excited	
PersonX buys a new purse	xWant	To be fashionable	
PersonX buys a new racquet	xAttr	sporty	
PersonX buys a new racquet	xIntent	new equipment	681163.0
PersonX buys a new racquet	xNeed	to get money	
PersonX buys a new racquet	xReact	happy	
PersonX buys a new sofa	xAttr	remodeling	
PersonX buys a new sofa	xIntent	something that looks better	617024.0
PersonX buys a new sofa	xNeed	to get rid of old sofa	
PersonX buys a new sofa	xReact	happy	
PersonX buys a new suit	xAttr	indulgent	
PersonX buys a new suit	xNeed	leave their old suit	
PersonX buys a new suit	xReact	happy	
PersonX buys a new suit	xWant	go to shop and buy a new suit	
PersonX buys a new sweater	xAttr	capable	
PersonX buys a new sweater	xNeed	go to store	
PersonX buys a new sweater	xReact	fresh	
PersonX buys a new sweater	xWant	try on new clothes	
PersonX buys a new tent	xAttr	free	
PersonX buys a new tent	xNeed	to go to a sporting goods store.	
PersonX buys a new tent	xReact	happy and enjoying	
PersonX buys a new tent	xWant	to bring the tent home.	
PersonX buys a new tire	xAttr	concerned	
PersonX buys a new tire	xIntent	none	341965.0
PersonX buys a new tire	xNeed	to go to the store	
PersonX buys a new tire	xReact	relieved	
PersonX buys a new wallet	xAttr	rich	
PersonX buys a new wallet	xNeed	to go to a store	
PersonX buys a new wallet	xReact	satisfied	
PersonX buys a new wallet	xWant	to transfer their items	
PersonX buys a phone	xAttr	eager	
PersonX buys a phone	xNeed	to go to the store	
PersonX buys a phone	xReact	great and satisfied	
PersonX buys a phone	xWant	to program it	
PersonX buys a pregnancy test	xAttr	Excited	
PersonX buys a pregnancy test	xIntent	to check if she is pregnant	371021.0
PersonX buys a pregnancy test	xNeed	to have sex	
PersonX buys a pregnancy test	xReact	scared	
PersonX buys a puppy	xAttr	excited	
PersonX buys a puppy	xIntent	to take care of the puppy	480932.0
PersonX buys a puppy	xNeed	money	
PersonX buys a puppy	xReact	happy and enjoy with the puppy	
PersonX buys a ring	xAttr	thoughtful	
PersonX buys a ring	xNeed	to go to the jewellery shop	
PersonX buys a ring	xReact	love	
PersonX buys a ring	xWant	to wear it for the function	
PersonX buys a scratch	xAttr	gambler	
PersonX buys a scratch	xNeed	to go to a shop where scratch is sold	
PersonX buys a scratch	xReact	lucky	
PersonX buys a scratch	xWant	pay for the purchased item	
PersonX buys a shirt	xAttr	shopping	
PersonX buys a shirt	xIntent	to have a cool shirt	627451.0
PersonX buys a shirt	xNeed	go to the store	
PersonX buys a shirt	xReact	responsible	
PersonX buys a smartphone	xAttr	Spending	
PersonX buys a smartphone	xIntent	to replace his old one that doesn't work right anymore	438074.0
PersonX buys a smartphone	xNeed	to look for one	
PersonX buys a smartphone	xReact	happy	
PersonX buys a ticket	xAttr	hopeful	
PersonX buys a ticket	xNeed	to determine which ticket is needed	
PersonX buys a ticket	xReact	excited	
PersonX buys a ticket	xWant	to attend the event for which the ticket was purchased	
PersonX buys a toy	xAttr	fun	
PersonX buys a toy	xIntent	a present for their child	436361.0
PersonX buys a toy	xNeed	go to the store	
PersonX buys a toy	xReact	occupied	
PersonX buys a truck	xAttr	wasteful	
PersonX buys a truck	xNeed	to go to the bank	
PersonX buys a truck	xReact	ready	
PersonX buys a truck	xWant	to go for a spin	
PersonX buys a tv	xAttr	materialistic	
PersonX buys a tv	xIntent	to watch tv shows	512674.0
PersonX buys a tv	xNeed	to apply for a loan	
PersonX buys a tv	xReact	happy	
PersonX buys a video game	xAttr	excited	
PersonX buys a video game	xIntent	to own a game	340953.0
PersonX buys a video game	xNeed	research what game they want to buy	
PersonX buys a video game	xReact	happy.	
PersonX buys a video game	xWant	install or set up the game	
PersonX buys an air purifier	xAttr	Cautious	
PersonX buys an air purifier	xIntent	to shopping	363191.0
PersonX buys an air purifier	xNeed	He gets allergies.	
PersonX buys an air purifier	xReact	happy	
PersonX buys another one	xAttr	extravagant	
PersonX buys another one	xNeed	to go to the store	
PersonX buys another one	xReact	relieved	
PersonX buys another one	xWant	to replace the one he lost	
PersonX buys books	xAttr	responsible	
PersonX buys books	xNeed	to go to the book store	
PersonX buys books	xReact	good for having good entertainment	
