Unnamed: 0	prefix	input_text	target_text
178895	xReact	PersonX cradles PersonY's head	happy to be with the person.
178916	xWant	PersonX cradles PersonY's head	to comfort Y
233987	oReact	PersonX cramps PersonY's style	meddled with
234014	xAttr	PersonX cramps PersonY's style	unattractive
233988	xIntent	PersonX cramps PersonY's style	to interfere with persony
234000	xNeed	PersonX cramps PersonY's style	make inappropriate coments
233989	xReact	PersonX cramps PersonY's style	meddling
234008	xWant	PersonX cramps PersonY's style	to promise not to do that again
298114	oReact	PersonX crashes PersonX's bike	regret
298116	xReact	PersonX crashes PersonX's bike	stupid
298131	xWant	PersonX crashes PersonX's bike	fix the bike
185191	xAttr	PersonX crawls back into bed	unwell
185153	xIntent	PersonX crawls back into bed	get in bed
185173	xNeed	PersonX crawls back into bed	to not be in bed
185162	xReact	PersonX crawls back into bed	sleepy
185174	xWant	PersonX crawls back into bed	more sleep
606418	oReact	PersonX creates PersonY application	good
606450	xAttr	PersonX creates PersonY application	responsible
606423	xIntent	PersonX creates PersonY application	to help persony lands a job
606433	xNeed	PersonX creates PersonY application	to know their talents
606420	xReact	PersonX creates PersonY application	helpful
606445	xWant	PersonX creates PersonY application	to print it out
276764	oReact	PersonX creates PersonY army	grateful
276765	xIntent	PersonX creates PersonY army	to be helpful
276788	xNeed	PersonX creates PersonY army	Set up strategic battle plans.
276766	xReact	PersonX creates PersonY army	satisfied
276790	xWant	PersonX creates PersonY army	Go and conquer their enemies.
117992	xAttr	PersonX creates PersonY atmosphere	Outgoing
117986	xWant	PersonX creates PersonY atmosphere	to part ways
252254	oReact	PersonX creates PersonY awareness	awakened
252289	xAttr	PersonX creates PersonY awareness	aware
252255	xIntent	PersonX creates PersonY awareness	them to be educated
252270	xNeed	PersonX creates PersonY awareness	to make posters
252258	xReact	PersonX creates PersonY awareness	persuasive
252272	xWant	PersonX creates PersonY awareness	to make everyone aware of the same
586757	xAttr	PersonX creates PersonY effect	creative
586741	xIntent	PersonX creates PersonY effect	to add his own touches to the effects
586742	xReact	PersonX creates PersonY effect	satisfied
586755	xWant	PersonX creates PersonY effect	to influnce PersonY
73154	xIntent	PersonX creates PersonY environment	to remodeling his house
73167	xNeed	PersonX creates PersonY environment	to know what they need
73155	xReact	PersonX creates PersonY environment	peaceful
256798	oReact	PersonX creates PersonY file	assisted
256796	xIntent	PersonX creates PersonY file	to make things easy
256806	xNeed	PersonX creates PersonY file	to compile knowledge of persony
87941	oReact	PersonX creates PersonY illusion	deceived
87974	xAttr	PersonX creates PersonY illusion	imaginitive
87939	xIntent	PersonX creates PersonY illusion	to mimic
87965	xNeed	PersonX creates PersonY illusion	to say something fun
87943	xReact	PersonX creates PersonY illusion	deceptive
87967	xWant	PersonX creates PersonY illusion	to continue with the game
111720	oReact	PersonX creates PersonY image	flattered
111749	xAttr	PersonX creates PersonY image	immense
111741	xNeed	PersonX creates PersonY image	to have PersonY pose
111722	xReact	PersonX creates PersonY image	inspired
111743	xWant	PersonX creates PersonY image	to sell a painting
263391	oReact	PersonX creates PersonY index	relieved
263412	xAttr	PersonX creates PersonY index	crafty
263392	xIntent	PersonX creates PersonY index	to be helpful
263402	xNeed	PersonX creates PersonY index	to know what they need to put together
263390	xReact	PersonX creates PersonY index	happy
263411	xWant	PersonX creates PersonY index	To assist Y with something
243733	oReact	PersonX creates PersonY interest	good
243737	xIntent	PersonX creates PersonY interest	to mould his character
243735	xReact	PersonX creates PersonY interest	good
252570	xAttr	PersonX creates PersonY opportunity	influential
252543	xIntent	PersonX creates PersonY opportunity	to make happy
252564	xNeed	PersonX creates PersonY opportunity	Opens a job up.
252541	xReact	PersonX creates PersonY opportunity	kind and helpful.
252566	xWant	PersonX creates PersonY opportunity	Tell him he oeowhim now.
85304	oReact	PersonX creates PersonY organization	both are happy and have intimate relationship
85329	xAttr	PersonX creates PersonY organization	helpful
85319	xNeed	PersonX creates PersonY organization	have learned about business
85321	xWant	PersonX creates PersonY organization	to hire people
258151	oReact	PersonX creates PersonY situation	grateful
258152	xIntent	PersonX creates PersonY situation	to help them
258153	xReact	PersonX creates PersonY situation	good
86294	oReact	PersonX creates PersonY system	helped , grateful
86326	xAttr	PersonX creates PersonY system	knowledgeable
86295	xIntent	PersonX creates PersonY system	to be helpful
86320	xNeed	PersonX creates PersonY system	to determine a system
86296	xReact	PersonX creates PersonY system	of use
86315	xWant	PersonX creates PersonY system	to be knowledgeable
597527	xAttr	PersonX creates PersonY's own dynamic site	industrious
597494	xIntent	PersonX creates PersonY's own dynamic site	to be cutting edge and interesting.
597495	xReact	PersonX creates PersonY's own dynamic site	confident and competent.
54685	oReact	PersonX creates ___ in PersonY's image	honored
54687	xIntent	PersonX creates ___ in PersonY's image	to honor
54719	xNeed	PersonX creates ___ in PersonY's image	to perfect the design
54688	xReact	PersonX creates ___ in PersonY's image	dutiful
54708	xWant	PersonX creates ___ in PersonY's image	to become an expert in that art
410156	oReact	PersonX creates an app	entertained
410190	xAttr	PersonX creates an app	Ingenious
410157	xIntent	PersonX creates an app	money
410181	xNeed	PersonX creates an app	to know what the app would be about
410159	xReact	PersonX creates an app	proud
410186	xWant	PersonX creates an app	to get a lot of people to test the app
21360	xIntent	PersonX creates another ___	to create something.
21361	xReact	PersonX creates another ___	creative
162374	oReact	PersonX creates consumer awareness and positive	good
528671	xAttr	PersonX creeps into the kitchen	guilty
528634	xIntent	PersonX creeps into the kitchen	food
528662	xNeed	PersonX creeps into the kitchen	to want to let others sleep
528635	xReact	PersonX creeps into the kitchen	full
528654	xWant	PersonX creeps into the kitchen	to sneak a snack out
204219	oReact	PersonX cries PersonY a river	upset
204247	xAttr	PersonX cries PersonY a river	pathetic
204213	xIntent	PersonX cries PersonY a river	downplay persony's problems
204237	xNeed	PersonX cries PersonY a river	to ask PersonY to buy toy
204217	xReact	PersonX cries PersonY a river	sads.
204241	xWant	PersonX cries PersonY a river	to repeat needs new toy
55270	xIntent	PersonX cries ___ unto PersonY	sad
55271	xReact	PersonX cries ___ unto PersonY	unhappy
627607	oReact	PersonX cries all day	pity
627638	xAttr	PersonX cries all day	mournful
627631	xNeed	PersonX cries all day	curl into bed
627618	xReact	PersonX cries all day	depressed
627627	xWant	PersonX cries all day	Get tissues
626606	oReact	PersonX cries all the time	annoyed
626639	xAttr	PersonX cries all the time	lost hope
626612	xIntent	PersonX cries all the time	her husband to recover from an accident.
626631	xNeed	PersonX cries all the time	stayed alone
626610	xReact	PersonX cries all the time	anxious
626633	xWant	PersonX cries all the time	to find someone
598133	xIntent	PersonX cries all the way to the bank	to let out their feelings
598151	xNeed	PersonX cries all the way to the bank	to have won the lottery
598148	xWant	PersonX cries all the way to the bank	to see their balance
692201	xAttr	PersonX cries and cried	emotional
692175	xReact	PersonX cries and cried	a bit more relaxed
46856	xIntent	PersonX cries every ___	he was every step
615657	oReact	PersonX cries every night	bad
615659	xReact	PersonX cries every night	very sad
615686	xWant	PersonX cries every night	to go to sleep
638769	oReact	PersonX cries for help	scared
638796	xAttr	PersonX cries for help	emotional
638770	xIntent	PersonX cries for help	to be safe
496653	xAttr	PersonX cries for hours	soft-hearted
496645	xNeed	PersonX cries for hours	feels sad
496627	xReact	PersonX cries for hours	saddenned
496647	xWant	PersonX cries for hours	try to feel better
417275	xIntent	PersonX cries herself to sleep	to get over a breakup
426025	oReact	PersonX cries himself to sleep	concerned
426027	xReact	PersonX cries himself to sleep	depressed
426052	xWant	PersonX cries himself to sleep	to comfort himself
225003	xAttr	PersonX cries in PersonX's beer	mournful
224971	xIntent	PersonX cries in PersonX's beer	to vent
224983	xNeed	PersonX cries in PersonX's beer	glass
657704	oReact	PersonX cries in front of PersonY	sad
657736	xAttr	PersonX cries in front of PersonY	soft-hearted
657706	xIntent	PersonX cries in front of PersonY	to show their sadness
657720	xNeed	PersonX cries in front of PersonY	experience something sad
657708	xReact	PersonX cries in front of PersonY	embarrased
657728	xWant	PersonX cries in front of PersonY	to hide their face from PersonY
506659	xAttr	PersonX cries in pain	wounded
506615	xIntent	PersonX cries in pain	does not want to be hurting
506637	xNeed	PersonX cries in pain	to not like it
506619	xReact	PersonX cries in pain	miserable
506638	xWant	PersonX cries in pain	to feel better
210616	oReact	PersonX cries wolf	loss of respect
210637	xAttr	PersonX cries wolf	careless
210618	xIntent	PersonX cries wolf	to get attention
210629	xNeed	PersonX cries wolf	to pretend
210619	xReact	PersonX cries wolf	loss of credibility
210630	xWant	PersonX cries wolf	to tell people to believe them
78131	oReact	PersonX crosses PersonY mind	happy
78133	xReact	PersonX crosses PersonY mind	happy
274572	oReact	PersonX crosses PersonY path	surprised
274607	xAttr	PersonX crosses PersonY path	cautious
274594	xNeed	PersonX crosses PersonY path	to say hello
274602	xWant	PersonX crosses PersonY path	to ignore PersonX
179292	xAttr	PersonX crosses PersonY's face	assertive
179265	xIntent	PersonX crosses PersonY's face	touch person softly
179287	xNeed	PersonX crosses PersonY's face	to be in arm's reach
179266	xReact	PersonX crosses PersonY's face	inspired
179289	xWant	PersonX crosses PersonY's face	to be confused
189013	oReact	PersonX crosses PersonY's fingers	intrigued by x
189046	xAttr	PersonX crosses PersonY's fingers	nervous
189017	xIntent	PersonX crosses PersonY's fingers	to wish for good luck
189030	xNeed	PersonX crosses PersonY's fingers	to touch persony hand
189032	xWant	PersonX crosses PersonY's fingers	to mess with persony
175827	oReact	PersonX crosses PersonY's legs	indifferent.
175828	xIntent	PersonX crosses PersonY's legs	to help person sit indian-style
175829	xReact	PersonX crosses PersonY's legs	happy to help.
187368	oReact	PersonX crosses PersonY's mind	happy to think of x
187392	xAttr	PersonX crosses PersonY's mind	thoughtful
187385	xWant	PersonX crosses PersonY's mind	to call PersonY.
208275	oReact	PersonX crosses PersonY's palm	gullible
208311	xAttr	PersonX crosses PersonY's palm	mystical
208276	xIntent	PersonX crosses PersonY's palm	to tell future
208302	xNeed	PersonX crosses PersonY's palm	Hand personY something
208278	xReact	PersonX crosses PersonY's palm	psychic
208292	xWant	PersonX crosses PersonY's palm	to put PersonY's palm down
87239	oReact	PersonX crosses PersonY's path	surprised
87264	xAttr	PersonX crosses PersonY's path	inconsiderate
87234	xIntent	PersonX crosses PersonY's path	to stop persony
87241	xReact	PersonX crosses PersonY's path	nostalgic
87260	xWant	PersonX crosses PersonY's path	to ignore PersonY
172489	xIntent	PersonX crosses ___ over PersonY's chest	to show displeasure
172514	xNeed	PersonX crosses ___ over PersonY's chest	give an item
172493	xReact	PersonX crosses ___ over PersonY's chest	sadness
217946	oReact	PersonX crosses my heart and hope to die	trusting
217948	xReact	PersonX crosses my heart and hope to die	loyal
595830	oReact	PersonX crosses over PersonY's chest	like their space was intruded on for a moment
595851	xAttr	PersonX crosses over PersonY's chest	rude
595831	xIntent	PersonX crosses over PersonY's chest	to reach something on the other side of person
595844	xNeed	PersonX crosses over PersonY's chest	get himself ready
595832	xReact	PersonX crosses over PersonY's chest	a bit rude
595846	xWant	PersonX crosses over PersonY's chest	to call the police
210465	oReact	PersonX crosses paths	neutral
210479	xWant	PersonX crosses paths	to say hi
54153	xIntent	PersonX crosses that ___ when come	to take things day by day
54173	xNeed	PersonX crosses that ___ when come	worry about the future
54157	xReact	PersonX crosses that ___ when come	happy moving
54175	xWant	PersonX crosses that ___ when come	to take it as it comes
236926	xAttr	PersonX crosses that bridge when PersonX comes to it	happy go lucky
236921	xNeed	PersonX crosses that bridge when PersonX comes to it	weigh their actions
220202	oReact	PersonX crosses the line	violated
220204	xReact	PersonX crosses the line	bad for doing something that is not acceptable.
622126	xAttr	PersonX crosses the street	sane
622099	xIntent	PersonX crosses the street	to get somewhere
622120	xNeed	PersonX crosses the street	to walk on the sidewalk
622122	xWant	PersonX crosses the street	to get to their destination
209696	oReact	PersonX crowds in on ___	irritated
209698	xIntent	PersonX crowds in on ___	to be intimidating
209717	xNeed	PersonX crowds in on ___	to be in line for free food
209700	xReact	PersonX crowds in on ___	dominating
209718	xWant	PersonX crowds in on ___	to push everyone
215757	oReact	PersonX crunches numbers	envious
215781	xAttr	PersonX crunches numbers	skilled
215758	xIntent	PersonX crunches numbers	to be the best
215769	xNeed	PersonX crunches numbers	to be the finance manager
215760	xReact	PersonX crunches numbers	proud
215770	xWant	PersonX crunches numbers	to open a shop
154932	xAttr	PersonX culminates into a magically climatic moment	happy
154908	xIntent	PersonX culminates into a magically climatic moment	be satisfied
154923	xNeed	PersonX culminates into a magically climatic moment	have confidence in themself
154910	xReact	PersonX culminates into a magically climatic moment	content
154930	xWant	PersonX culminates into a magically climatic moment	to enjoy the moment
187154	oReact	PersonX cups PersonY's cheek	alert
187190	xAttr	PersonX cups PersonY's cheek	friendly
187157	xIntent	PersonX cups PersonY's cheek	to get person to pay extra attention
187179	xNeed	PersonX cups PersonY's cheek	to close the distance
187159	xReact	PersonX cups PersonY's cheek	ready to speak
187180	xWant	PersonX cups PersonY's cheek	to kiss them
183800	oReact	PersonX cups PersonY's face	loved
183830	xAttr	PersonX cups PersonY's face	kind
183802	xIntent	PersonX cups PersonY's face	to be affectionate
183818	xNeed	PersonX cups PersonY's face	put their hands on person y
183799	xReact	PersonX cups PersonY's face	close to person
183820	xWant	PersonX cups PersonY's face	kiss person y
180757	oReact	PersonX cups ___ in PersonY's hands	happy
180788	xAttr	PersonX cups ___ in PersonY's hands	social
180769	xNeed	PersonX cups ___ in PersonY's hands	to be knowing Y
180756	xReact	PersonX cups ___ in PersonY's hands	happy that others like the toy
180772	xWant	PersonX cups ___ in PersonY's hands	to run away
284910	xAttr	PersonX cures PersonX's boredom	sparkling
284881	xIntent	PersonX cures PersonX's boredom	to do something interesting
284898	xNeed	PersonX cures PersonX's boredom	to be bored
284883	xReact	PersonX cures PersonX's boredom	lively
284906	xWant	PersonX cures PersonX's boredom	to do something else after
673291	oReact	PersonX cures PersonY's boredom	amused
673326	xAttr	PersonX cures PersonY's boredom	adventurous
673288	xIntent	PersonX cures PersonY's boredom	them to not be bored
673290	xReact	PersonX cures PersonY's boredom	excited
59914	oReact	PersonX cures every ___	alive
59917	xIntent	PersonX cures every ___	to save
59933	xNeed	PersonX cures every ___	to be a miracle worker
59920	xReact	PersonX cures every ___	helpful
59929	xWant	PersonX cures every ___	To be a doctor
158126	xAttr	PersonX curls PersonY's fingers	mean
158114	xNeed	PersonX curls PersonY's fingers	to buy things for it
158105	xReact	PersonX curls PersonY's fingers	worried
594633	oReact	PersonX curls around PersonY	loved
594661	xAttr	PersonX curls around PersonY	careful
594635	xIntent	PersonX curls around PersonY	to get warm
594650	xNeed	PersonX curls around PersonY	put arms and limbs around PersonY
594643	xReact	PersonX curls around PersonY	happy and safe
594658	xWant	PersonX curls around PersonY	to cuddle
661654	xAttr	PersonX curls up next to PersonY	slick
661629	xIntent	PersonX curls up next to PersonY	to be affectionate
661653	xWant	PersonX curls up next to PersonY	to close their eyes
175654	xIntent	PersonX curses under PersonY's breath	to not be heard that he is unhappy
175666	xNeed	PersonX curses under PersonY's breath	inhale
175655	xReact	PersonX curses under PersonY's breath	annoyed at his situation
596549	oReact	PersonX curves PersonY's lips	happy to be kissed
596582	xAttr	PersonX curves PersonY's lips	thirsty
596550	xIntent	PersonX curves PersonY's lips	to give a kiss
596577	xNeed	PersonX curves PersonY's lips	get the lipstick
596579	xWant	PersonX curves PersonY's lips	to get paid
226274	oReact	PersonX cuts PersonX loose	unleashed
226300	xAttr	PersonX cuts PersonX loose	calm
226294	xNeed	PersonX cuts PersonX loose	to find a way out
226280	xReact	PersonX cuts PersonX loose	guilty
226292	xWant	PersonX cuts PersonX loose	to drink a soda
207410	xAttr	PersonX cuts PersonX's coat according to PersonX's cloth	Short
207387	xIntent	PersonX cuts PersonX's coat according to PersonX's cloth	to make a good coat
207401	xNeed	PersonX cuts PersonX's coat according to PersonX's cloth	to make a design
207389	xReact	PersonX cuts PersonX's coat according to PersonX's cloth	satisfied with the coat
207403	xWant	PersonX cuts PersonX's coat according to PersonX's cloth	to sew up the item
303254	oReact	PersonX cuts PersonX's hand	terrified
128842	xAttr	PersonX cuts PersonX's losses	surrendering
128816	xIntent	PersonX cuts PersonX's losses	to stop losing
128837	xNeed	PersonX cuts PersonX's losses	to decide if it's worth it for them to lose things
128813	xReact	PersonX cuts PersonX's losses	responsible
128839	xWant	PersonX cuts PersonX's losses	to decide what to do next with their life
298671	oReact	PersonX cuts PersonX's nails	good
298699	xAttr	PersonX cuts PersonX's nails	skillful
298669	xIntent	PersonX cuts PersonX's nails	to have short nails.
298691	xNeed	PersonX cuts PersonX's nails	to get a nail filer
298667	xReact	PersonX cuts PersonX's nails	happy
298688	xWant	PersonX cuts PersonX's nails	to throw away the trimmings
126625	oReact	PersonX cuts PersonX's throat	sorrow
126652	xAttr	PersonX cuts PersonX's throat	aggressive
126623	xIntent	PersonX cuts PersonX's throat	to hurt themselves
126642	xNeed	PersonX cuts PersonX's throat	He has nothing.
126624	xReact	PersonX cuts PersonX's throat	hurt
126643	xWant	PersonX cuts PersonX's throat	He writes a letter.
437726	oReact	PersonX cuts PersonY 's hair	grateful
437763	xAttr	PersonX cuts PersonY 's hair	mean
437727	xIntent	PersonX cuts PersonY 's hair	to help persony
437755	xNeed	PersonX cuts PersonY 's hair	to have persony want them to cut their hair
437728	xReact	PersonX cuts PersonY 's hair	happy for persony
437751	xWant	PersonX cuts PersonY 's hair	compensation for PersonX's time
268882	oReact	PersonX cuts PersonY hair	fashionable
268917	xAttr	PersonX cuts PersonY hair	has a good sense of fashion
268884	xIntent	PersonX cuts PersonY hair	make y fashionable
268904	xNeed	PersonX cuts PersonY hair	learn to cut hair
268886	xReact	PersonX cuts PersonY hair	accomplished
268909	xWant	PersonX cuts PersonY hair	to open the cash register
224028	oReact	PersonX cuts PersonY loose	shattered
224029	xIntent	PersonX cuts PersonY loose	to be free from commitment
224059	xNeed	PersonX cuts PersonY loose	to take a knife
224030	xReact	PersonX cuts PersonY loose	saddened by the loss
224051	xWant	PersonX cuts PersonY loose	To move on
277260	oReact	PersonX cuts PersonY throat	none - for persony
277287	xAttr	PersonX cuts PersonY throat	crazy
277271	xIntent	PersonX cuts PersonY throat	to hurt y
277266	xReact	PersonX cuts PersonY throat	tired
310977	xIntent	PersonX cuts PersonY's arm	to hurt person y
310989	xNeed	PersonX cuts PersonY's arm	to get close to Y
310999	xWant	PersonX cuts PersonY's arm	want to take him for medical help
139967	oReact	PersonX cuts PersonY's finger	in pain
139993	xAttr	PersonX cuts PersonY's finger	careless
139988	xNeed	PersonX cuts PersonY's finger	have the mental compacity to do it
139966	xReact	PersonX cuts PersonY's finger	scared, hurt
139990	xWant	PersonX cuts PersonY's finger	Put loose finger on ice
609653	oReact	PersonX cuts PersonY's grass	grateful
609660	xIntent	PersonX cuts PersonY's grass	to help out
609688	xNeed	PersonX cuts PersonY's grass	to drive the lawnmower to PersonY's yard.
609661	xReact	PersonX cuts PersonY's grass	helpful
609683	xWant	PersonX cuts PersonY's grass	to rest
144091	oReact	PersonX cuts PersonY's hair	happy with haircut
144128	xAttr	PersonX cuts PersonY's hair	crafty
144092	xIntent	PersonX cuts PersonY's hair	to earn a living
144121	xNeed	PersonX cuts PersonY's hair	to make PersonY comfortable
144093	xReact	PersonX cuts PersonY's hair	content
144117	xWant	PersonX cuts PersonY's hair	to dry it
313682	oReact	PersonX cuts PersonY's hair herself	a whiff of cold air on their shaven head.
313716	xAttr	PersonX cuts PersonY's hair herself	thrifty
313711	xNeed	PersonX cuts PersonY's hair herself	to use a pair of scissors to cut the hair.
313687	xReact	PersonX cuts PersonY's hair herself	accomplished
676165	oReact	PersonX cuts PersonY's hair short	satisfied.
676172	xIntent	PersonX cuts PersonY's hair short	to help y look good
676198	xNeed	PersonX cuts PersonY's hair short	to go near him
676167	xReact	PersonX cuts PersonY's hair short	good.
676200	xWant	PersonX cuts PersonY's hair short	show him a mirror
280635	oReact	PersonX cuts PersonY's hair very short	annoyed
280668	xAttr	PersonX cuts PersonY's hair very short	obedient
280630	xIntent	PersonX cuts PersonY's hair very short	to help persony
280663	xNeed	PersonX cuts PersonY's hair very short	to ask PersonY how short they want their hair
280637	xReact	PersonX cuts PersonY's hair very short	proud
280665	xWant	PersonX cuts PersonY's hair very short	to tell PersonY their hair will grow back
675925	oReact	PersonX cuts PersonY's hand	scared
675965	xAttr	PersonX cuts PersonY's hand	angry
675927	xIntent	PersonX cuts PersonY's hand	to intimidate
675940	xNeed	PersonX cuts PersonY's hand	to be playing sword fighting with person y
675928	xReact	PersonX cuts PersonY's hand	powerful
675942	xWant	PersonX cuts PersonY's hand	to apologise for making a mistake
297474	oReact	PersonX cuts PersonY's nails	thankful
297507	xAttr	PersonX cuts PersonY's nails	nurturing
297476	xIntent	PersonX cuts PersonY's nails	to be makeup artist
297496	xNeed	PersonX cuts PersonY's nails	to look over PersonY's nails
297477	xReact	PersonX cuts PersonY's nails	helpful
297490	xWant	PersonX cuts PersonY's nails	to file PersonY's nails
85800	oReact	PersonX cuts PersonY's throat	terrified
85840	xAttr	PersonX cuts PersonY's throat	unwell
85798	xIntent	PersonX cuts PersonY's throat	to murder y
85817	xNeed	PersonX cuts PersonY's throat	calm self with alcohol
85796	xReact	PersonX cuts PersonY's throat	like they achieved their goal.
85819	xWant	PersonX cuts PersonY's throat	leave scene
554147	xReact	PersonX cuts ___ badly	hurt
238178	xIntent	PersonX cuts a figure	to draw
598843	oReact	PersonX cuts a wide swath	like someone is setting a path for them to follow
598867	xNeed	PersonX cuts a wide swath	to get their tools
598845	xReact	PersonX cuts a wide swath	acomplished
598864	xWant	PersonX cuts a wide swath	to talk to everyone
33953	xAttr	PersonX cuts away the ___	creative
33926	xIntent	PersonX cuts away the ___	space
230031	oReact	PersonX cuts both ways	grateful
434307	xAttr	PersonX cuts class	daring
434265	xIntent	PersonX cuts class	to have fun with friends
434299	xNeed	PersonX cuts class	to find something better to do
434267	xReact	PersonX cuts class	nervous
434301	xWant	PersonX cuts class	to think of an excuse for missing class
217976	oReact	PersonX cuts corners	not worthy.
218000	xAttr	PersonX cuts corners	unmotivated
217973	xIntent	PersonX cuts corners	to save time and money
217974	xReact	PersonX cuts corners	cheap
217998	xWant	PersonX cuts corners	to do something else
694102	xNeed	PersonX cuts from the team	to miss practice
486054	oReact	PersonX cuts hair	thankful
486087	xAttr	PersonX cuts hair	talented
486060	xIntent	PersonX cuts hair	to look smart and stylish
486074	xNeed	PersonX cuts hair	someone's hair to cut.
486061	xReact	PersonX cuts hair	happy
486082	xWant	PersonX cuts hair	to take a picture
458862	oReact	PersonX cuts my hair	grateful
458900	xAttr	PersonX cuts my hair	talented
458864	xIntent	PersonX cuts my hair	to be helpful
458876	xNeed	PersonX cuts my hair	to know how
458865	xReact	PersonX cuts my hair	generous
458894	xWant	PersonX cuts my hair	sweep up the hair
221648	xReact	PersonX cuts off PersonX's nose to spite PersonX's face	unsatisfied
586365	oReact	PersonX cuts off PersonY's head	lifeless.
586408	xAttr	PersonX cuts off PersonY's head	murderous
586370	xIntent	PersonX cuts off PersonY's head	to kill person y
586397	xNeed	PersonX cuts off PersonY's head	approach the person
586399	xWant	PersonX cuts off PersonY's head	avoid prison
600380	oReact	PersonX cuts red tape	excited
600404	xAttr	PersonX cuts red tape	efficient
600381	xIntent	PersonX cuts red tape	to start opening night
600392	xNeed	PersonX cuts red tape	to pick spot to cut
600382	xReact	PersonX cuts red tape	excited
600394	xWant	PersonX cuts red tape	to place the piece on table
30699	oReact	PersonX cuts the ___ in two	scared about this bloody event.
30703	xIntent	PersonX cuts the ___ in two	vegetables
30701	xReact	PersonX cuts the ___ in two	desperate and sad for killing a man.
506427	oReact	PersonX cuts the cake	excited
506467	xAttr	PersonX cuts the cake	jubilant
506441	xNeed	PersonX cuts the cake	Buy or bake a cake
506443	xWant	PersonX cuts the cake	Cut a piece out to eat
228640	oReact	PersonX cuts the cheese	amused or disgusted
228662	xAttr	PersonX cuts the cheese	uncouth
228638	xIntent	PersonX cuts the cheese	to relieve pressure
228642	xReact	PersonX cuts the cheese	embarassed
435337	oReact	PersonX cuts the cord	happy
435355	xAttr	PersonX cuts the cord	fed up
435338	xIntent	PersonX cuts the cord	to deliver the baby
435352	xNeed	PersonX cuts the cord	hold it in hands
435336	xReact	PersonX cuts the cord	happy to release him
435353	xWant	PersonX cuts the cord	divide them into two
464011	xAttr	PersonX cuts the grass	done
464005	xNeed	PersonX cuts the grass	to own a landscaping business
464000	xWant	PersonX cuts the grass	to have a cold drink
231821	oReact	PersonX cuts the mustard	grateful
231854	xAttr	PersonX cuts the mustard	sneaky
231819	xIntent	PersonX cuts the mustard	to get ahead
231840	xNeed	PersonX cuts the mustard	to have ability
231820	xReact	PersonX cuts the mustard	satisfied
231842	xWant	PersonX cuts the mustard	celebrate
431725	oReact	PersonX cuts the ribbon	eager
431778	xAttr	PersonX cuts the ribbon	animated
431732	xIntent	PersonX cuts the ribbon	to be a part of the ceremony
431762	xNeed	PersonX cuts the ribbon	to approach the ribbon
431734	xReact	PersonX cuts the ribbon	happy
431763	xWant	PersonX cuts the ribbon	to make a speech
482108	oReact	PersonX cuts the tree	sad about his act
482136	xAttr	PersonX cuts the tree	spruce
482109	xIntent	PersonX cuts the tree	to make firewood
482114	xReact	PersonX cuts the tree	exhausted
482134	xWant	PersonX cuts the tree	re-hydrate by drinking water
701555	xNeed	PersonX cuts the tree down	to get a saw
701557	xWant	PersonX cuts the tree down	to clean up
214776	oReact	PersonX cuts to the chase	slightly offended.
214815	xAttr	PersonX cuts to the chase	honest
214787	xIntent	PersonX cuts to the chase	doesn't want to waste any time
214789	xReact	PersonX cuts to the chase	looking to see the reactions of others
213114	xAttr	PersonX damns the torpedoes	prepared
213087	xIntent	PersonX damns the torpedoes	to move forward with something
213107	xNeed	PersonX damns the torpedoes	to throw rally
213088	xReact	PersonX damns the torpedoes	committed
213108	xWant	PersonX damns the torpedoes	to get signatures
664286	oReact	PersonX damns with faint praise	insulted
664309	xAttr	PersonX damns with faint praise	unfit
664288	xIntent	PersonX damns with faint praise	not to insult
664290	xReact	PersonX damns with faint praise	embarassed
486195	xWant	PersonX dances around	to move to the music
690832	oReact	PersonX dances ballet	entertained
690850	xNeed	PersonX dances ballet	buy point shoes
513302	oReact	PersonX dances to the music	happy
513336	xAttr	PersonX dances to the music	flexible
513303	xIntent	PersonX dances to the music	to have fun.
513327	xNeed	PersonX dances to the music	to move his legs
513307	xReact	PersonX dances to the music	happy
513323	xWant	PersonX dances to the music	to have fun
697519	oReact	PersonX dances together	happy.
697545	xAttr	PersonX dances together	talented
697523	xIntent	PersonX dances together	to have fun
697534	xNeed	PersonX dances together	to like dancing
697524	xReact	PersonX dances together	happy
697535	xWant	PersonX dances together	to learn a different dancing style
314122	oReact	PersonX dances with PersonX's friends	happy.
314159	xAttr	PersonX dances with PersonX's friends	social
314133	xIntent	PersonX dances with PersonX's friends	to be social with their friends.
314150	xNeed	PersonX dances with PersonX's friends	call friends to go dancing
314124	xReact	PersonX dances with PersonX's friends	happy.
314147	xWant	PersonX dances with PersonX's friends	to exercise
314242	oReact	PersonX dances with PersonY's friends	happy
314245	xIntent	PersonX dances with PersonY's friends	they are all friends
314238	xReact	PersonX dances with PersonY's friends	good about themselves
223231	oReact	PersonX darkens PersonY's door	glad.
223256	xAttr	PersonX darkens PersonY's door	Unwanted
223229	xIntent	PersonX darkens PersonY's door	to visit person y
223246	xNeed	PersonX darkens PersonY's door	come back to visit PersonY
223230	xReact	PersonX darkens PersonY's door	justified
223251	xWant	PersonX darkens PersonY's door	to write on it
228292	xAttr	PersonX darkens a church door	religious
228281	xNeed	PersonX darkens a church door	to enter the service
228269	xReact	PersonX darkens a church door	happy
228282	xWant	PersonX darkens a church door	to repent for their sins
40807	xNeed	PersonX dashes PersonX's ___ against a stone	to collide
