input_text	prefix	target_text	Unnamed: 0
PersonX airs PersonX's dirty laundry in public	xWant	to apologize to people	
PersonX allays PersonX's fears	xAttr	scared	
PersonX allays PersonX's fears	xIntent	to feel better	87114.0
PersonX allays PersonX's fears	xReact	relieved	
PersonX allays PersonX's fears	xWant	him to pursue his goal	
PersonX allays PersonY's fears	xAttr	Helpful	
PersonX allays PersonY's fears	xIntent	to soothe y	94910.0
PersonX allays PersonY's fears	xReact	proud	
PersonX allays PersonY's fears	xWant	to make everyone relaxed	
PersonX allergic to cats	xAttr	sneezy	
PersonX allergic to cats	xIntent	none	494413.0
PersonX allergic to cats	xReact	indifferent.	
PersonX allergic to cats	xWant	give them to loving family	
PersonX allergic to peanuts	xAttr	fragile	
PersonX allergic to peanuts	xIntent	none	473963.0
PersonX allergic to peanuts	xReact	sick	
PersonX allergic to peanuts	xWant	to consult the doctor	
PersonX allows PersonY access	xAttr	agreeable	
PersonX allows PersonY access	xIntent	to let someone in somewhere	241460.0
PersonX allows PersonY access	xReact	happy about achieving his goal.	
PersonX allows PersonY access	xWant	to continue to work	
PersonX allows PersonY time	xAttr	accomodating	
PersonX allows PersonY time	xIntent	to be kind	109558.0
PersonX allows PersonY time	xReact	good	
PersonX allows PersonY time	xWant	get ready to go	
PersonX allows PersonY to keep the dog	xAttr	in room	
PersonX allows PersonY to keep the dog	xIntent	to be nice	360578.0
PersonX allows PersonY to keep the dog	xReact	warm and fuzzy	
PersonX allows PersonY to keep the dog	xWant	to relieved of responsibility	
PersonX allows pets	xAttr	understanding	
PersonX allows pets	xIntent	to be kind	437046.0
PersonX allows pets	xReact	excited	
PersonX allows pets	xWant	to make pets are taken care of	
PersonX almost gave	xAttr	reserved	
PersonX almost gave	xIntent	none	473484.0
PersonX almost gave	xReact	tricked	
PersonX almost gave	xWant	to help	
PersonX almost gave up	xAttr	careless	
PersonX almost gave up	xIntent	to persevere	484780.0
PersonX almost gave up	xReact	determined	
PersonX almost gave up	xWant	to take a break to help cope	
PersonX almost hit	xAttr	clumsy	
PersonX almost hit	xIntent	none	459240.0
PersonX almost hit	xReact	angry.	
PersonX almost hit	xWant	to stop	
PersonX almost hit PersonY	xAttr	careless	
PersonX almost hit PersonY	xIntent	none	340054.0
PersonX almost hit PersonY	xReact	sad	
PersonX almost hit PersonY	xWant	To fight	
PersonX almost lost	xAttr	fortunate	
PersonX almost lost	xIntent	none	453231.0
PersonX almost lost	xReact	relieved	
PersonX almost lost	xWant	breathe a sigh of relief	
PersonX almost ran	xAttr	scared	
PersonX almost ran	xIntent	to avoid consequences	443256.0
PersonX almost ran	xReact	relived	
PersonX almost ran	xWant	to find a way out	
PersonX also asked	xAttr	curious	
PersonX also asked	xIntent	to know something	477677.0
PersonX also asked	xReact	got the information	
PersonX also asked	xWant	to do it	
PersonX also asked PersonY	xAttr	curious	
PersonX also asked PersonY	xIntent	answers	167922.0
PersonX also asked PersonY	xReact	informed	
PersonX also asked PersonY	xWant	thank person y	
PersonX also ate	xAttr	hungry	
PersonX also ate	xIntent	food	694531.0
PersonX also ate	xReact	full	
PersonX also ate	xWant	to be full	
PersonX also bought	xAttr	dependent	
PersonX also bought	xIntent	to buy another item	403941.0
PersonX also bought	xReact	satisfied	
PersonX also bought	xWant	wash the clothe	
PersonX also found	xAttr	Focused	
PersonX also found	xIntent	none	471275.0
PersonX also found	xReact	like they found it too	
PersonX also found	xWant	to reveal their findings	
PersonX also gave	xAttr	generous	
PersonX also gave	xIntent	to be nice	700717.0
PersonX also gave	xReact	happy	
PersonX also gave	xWant	to give again	
PersonX also gave PersonY	xAttr	Giver	
PersonX also gave PersonY	xIntent	to be giving	592199.0
PersonX also gave PersonY	xReact	appreciative	
PersonX also gave PersonY	xWant	to give	
PersonX also got	xAttr	copying	
PersonX also got	xIntent	to acquire something	389186.0
PersonX also got	xReact	satisfied	
PersonX also got	xWant	to put something away	
PersonX also grabbed	xAttr	greedy	
PersonX also grabbed	xIntent	to take something somewhere	533005.0
PersonX also grabbed	xReact	obligated	
PersonX also grabbed	xWant	to take it	
PersonX also helped	xAttr	useful	
PersonX also helped	xIntent	to be of service	497931.0
PersonX also helped	xReact	contributory	
PersonX also helped	xWant	make money	
PersonX also kept	xAttr	sentimental	
PersonX also kept	xIntent	to save it	689814.0
PersonX also kept	xReact	content to still have it	
PersonX also kept	xWant	review the process	
PersonX also knew	xAttr	Secretive	
PersonX also knew	xIntent	none	689909.0
PersonX also knew	xReact	knowing	
PersonX also knew	xWant	to keep it a secret	
PersonX also made	xAttr	dutiful	
PersonX also made	xIntent	to make something	623925.0
PersonX also made	xReact	determined	
PersonX also made	xWant	to make pillows	
PersonX also noticed	xAttr	perceptive	
PersonX also noticed	xIntent	none	422181.0
PersonX also noticed	xReact	aware	
PersonX also noticed	xWant	to bring to life	
PersonX also picked	xAttr	observant	
PersonX also picked	xIntent	to have a certain kind	411087.0
PersonX also picked	xReact	satisfied	
PersonX also picked	xWant	to eat it	
PersonX also played	xAttr	talented	
PersonX also played	xIntent	to play too	471806.0
PersonX also played	xReact	good for playing as well	
PersonX also played	xWant	to have a good time	
PersonX also practiced	xAttr	dedicated	
PersonX also practiced	xIntent	to become better at playing	625400.0
PersonX also practiced	xReact	happy	
PersonX also practiced	xWant	to get better at something	
PersonX also read	xAttr	scholarly	
PersonX also read	xIntent	to be informed	415989.0
PersonX also read	xReact	informed	
PersonX also read	xWant	to keep down the book	
PersonX also said	xAttr	thoughtful	
PersonX also said	xIntent	say something	500994.0
PersonX also said	xReact	neutral	
PersonX also said	xWant	answer questions	
PersonX also set	xAttr	disciplined	
PersonX also set	xIntent	to mount	416314.0
PersonX also set	xReact	prepared	
PersonX also set	xWant	to see how it worked out	
PersonX also told PersonY	xAttr	Social	
PersonX also told PersonY	xIntent	to inform person of gossip	154973.0
PersonX also told PersonY	xReact	gossipy	
PersonX also told PersonY	xWant	Tell another person	
PersonX also took PersonY	xAttr	nice	
PersonX also took PersonY	xIntent	person to know what's happening	190096.0
PersonX also took PersonY	xReact	like they did a good deed	
PersonX also took PersonY	xWant	to have personY for themselves	
PersonX also tried	xAttr	Follower	
PersonX also tried	xIntent	to get jackpot	696217.0
PersonX also tried	xReact	disappointed	
PersonX also tried	xWant	To reflect on their performance.	
PersonX also turned	xAttr	apprehensive	
PersonX also turned	xIntent	to go on his way	418890.0
PersonX also turned	xReact	angry	
PersonX also turned	xWant	to answer call	
PersonX also watched	xAttr	curious	
PersonX also watched	xIntent	to be alert	513479.0
PersonX also watched	xReact	prepared	
PersonX also watched	xWant	to learn more	
PersonX always admired	xAttr	likeable	
PersonX always admired	xIntent	none	510313.0
PersonX always admired	xReact	like that persons work is highly notable	
PersonX always admired	xWant	to buy what they like	
PersonX always beats	xAttr	disciplined	
PersonX always beats	xIntent	to show his austerity	435481.0
PersonX always beats	xReact	sorry for his act	
PersonX always beats	xWant	be acknowledged	
PersonX always bragged	xAttr	annoying	
PersonX always bragged	xIntent	to impress others	512358.0
PersonX always bragged	xReact	better about themselves	
PersonX always bragged	xWant	to lie low	
PersonX always buy	xAttr	wealthy	
PersonX always buy	xIntent	to be liked	431885.0
PersonX always buy	xReact	content	
PersonX always buy	xWant	to make more money	
PersonX always drank	xAttr	addicted	
PersonX always drank	xIntent	to be hammered	636521.0
PersonX always drank	xReact	bad	
PersonX always drank	xWant	to use the bathroom	
PersonX always failed	xAttr	unsuccessful	
PersonX always failed	xIntent	none	425741.0
PersonX always failed	xReact	bad	
PersonX always failed	xWant	good learning	
PersonX always felt	xAttr	unchanged	
PersonX always felt	xIntent	none	622415.0
PersonX always felt	xReact	sad	
PersonX always felt	xWant	to enjoy themselves	
PersonX always forgot	xAttr	forgetful	
PersonX always forgot	xIntent	none	503200.0
PersonX always forgot	xReact	embarrased	
PersonX always forgot	xWant	to go back in time	
PersonX always fought	xAttr	angry	
PersonX always fought	xIntent	to be a bully	533411.0
PersonX always fought	xReact	angry	
PersonX always fought	xWant	to win the match	
PersonX always gave	xAttr	generous	
PersonX always gave	xIntent	to be a giving person	635584.0
PersonX always gave	xReact	altruistic	
PersonX always gave	xWant	to be compassionate	
PersonX always get	xAttr	habitual	
PersonX always get	xIntent	none	510961.0
PersonX always get	xReact	happy about it	
PersonX always get	xWant	to enjoy it more	
PersonX always gets	xAttr	thankful	
PersonX always gets	xIntent	to obtain something	528619.0
PersonX always gets	xReact	happy	
PersonX always gets	xWant	to eat	
PersonX always left	xAttr	disappointing	
PersonX always left	xIntent	to be seperate	634276.0
PersonX always left	xReact	sorry for his decision	
PersonX always left	xWant	to be somewhere else	
PersonX always liked	xAttr	popular	
PersonX always liked	xIntent	none	686020.0
PersonX always liked	xReact	desire	
PersonX always liked	xWant	pursue passions	
PersonX always listened	xAttr	open	
PersonX always listened	xIntent	to be a good friend	428921.0
PersonX always listened	xReact	responsible	
PersonX always listened	xWant	to talk to people, too.	
PersonX always looked	xAttr	attentive	
PersonX always looked	xIntent	to check both sides of the roads	474752.0
PersonX always looked	xReact	safe	
PersonX always looked	xWant	to make sure	
PersonX always looked forward	xAttr	Dreamer	
PersonX always looked forward	xIntent	none	369666.0
PersonX always looked forward	xReact	happy	
PersonX always looked forward	xWant	keep looking foward	
PersonX always played	xAttr	Carefree	
PersonX always played	xIntent	to always play	401673.0
PersonX always played	xReact	playful	
PersonX always played	xWant	Drink lots of Gatorade.	
PersonX always ran	xAttr	fitness freak	
PersonX always ran	xIntent	to be the first one there	692093.0
PersonX always ran	xReact	fast	
PersonX always ran	xWant	shoe	
PersonX always refused	xAttr	annoyed	
PersonX always refused	xIntent	to be alone	429280.0
PersonX always refused	xReact	justified	
PersonX always refused	xWant	to keep refusing	
PersonX always slept	xAttr	lazy	
PersonX always slept	xIntent	to be rested	426550.0
PersonX always slept	xReact	energized	
PersonX always slept	xWant	breakfast	
PersonX always stayed	xAttr	helpful	
PersonX always stayed	xIntent	to be there	634105.0
PersonX always stayed	xReact	happy	
PersonX always stayed	xWant	receive recognition	
PersonX always struggled	xAttr	incompetant	
PersonX always struggled	xIntent	none	413283.0
PersonX always struggled	xReact	nervous	
PersonX always struggled	xWant	to get on their feet	
PersonX always teased	xAttr	naughty	
PersonX always teased	xIntent	to be a bully	435366.0
PersonX always teased	xReact	happy about it	
PersonX always teased	xWant	to be respected	
PersonX always thought	xAttr	confident	
PersonX always thought	xIntent	think outside the box	384759.0
PersonX always thought	xReact	confused	
PersonX always thought	xWant	to make his dream come true	
PersonX always told	xAttr	a tattletale	
PersonX always told	xIntent	none	390539.0
PersonX always told	xReact	smile	
PersonX always told	xWant	to shake hands with his friends	
PersonX always told PersonY	xAttr	helpful	
PersonX always told PersonY	xIntent	to be honest	661225.0
PersonX always told PersonY	xReact	useful	
PersonX always told PersonY	xWant	to tell PersonY more	
PersonX always took	xAttr	Mobile	
PersonX always took	xIntent	to get them all.	405254.0
PersonX always took	xReact	satisfied.	
PersonX always took	xWant	to find more	
PersonX always tried	xAttr	lazy	
PersonX always tried	xIntent	to do their best always	623961.0
PersonX always tried	xReact	successful	
PersonX always tried	xWant	to keep working at it	
PersonX always try	xAttr	hardworking	
PersonX always try	xIntent	to do their best	414372.0
PersonX always try	xReact	proud	
PersonX always try	xWant	to accomplish their goals	
PersonX always used	xAttr	responsible	
PersonX always used	xIntent	to utilize something	403405.0
PersonX always used	xReact	typical	
PersonX always used	xWant	to continue using something	
PersonX always walked	xAttr	better	
PersonX always walked	xIntent	to lose weight	491356.0
PersonX always walked	xReact	relaxed	
PersonX always walked	xWant	to exercise more	
PersonX always wanted a dog	xAttr	needy	
PersonX always wanted a dog	xIntent	love	364710.0
PersonX always wanted a dog	xReact	yearning	
PersonX always wanted a dog	xWant	to adopt a dog	
PersonX always wanted a kitten	xAttr	wanting	
PersonX always wanted a kitten	xIntent	a kitten	441904.0
PersonX always wanted a kitten	xReact	sad	
PersonX always wanted a kitten	xWant	to adopt a kitten	
PersonX always wanted a puppy	xAttr	Loving	
PersonX always wanted a puppy	xIntent	to be entertained	364908.0
PersonX always wanted a puppy	xReact	happy	
PersonX always wanted a puppy	xWant	buy the pet	
PersonX always wanted to go to	xAttr	Excited	
PersonX always wanted to go to	xIntent	none	348148.0
PersonX always wanted to go to	xReact	anxious	
PersonX always wanted to go to	xWant	makes plan	
PersonX always wants	xAttr	desirous	
PersonX always wants	xIntent	none	632350.0
PersonX always wants	xReact	unsatisfied	
PersonX always wants	xWant	to get a pet	
PersonX always watched	xAttr	peeper	
PersonX always watched	xIntent	to know the daily news	637062.0
PersonX always watched	xReact	relaxed	
PersonX always watched	xWant	to understand it	
PersonX always wear	xAttr	fashionable	
PersonX always wear	xIntent	to establish order	697620.0
PersonX always wear	xReact	orderly	
PersonX always wear	xWant	to be consistent	
PersonX always wears	xAttr	stylish	
PersonX always wears	xIntent	to wear their favorite things	625552.0
PersonX always wears	xReact	like they don't like change	
PersonX always wears	xWant	Go outside.	
PersonX always went	xAttr	dependable	
PersonX always went	xIntent	to be a loyal fan.	623407.0
PersonX always went	xReact	good.	
PersonX always went	xWant	do some research	
PersonX always wished	xAttr	wishful	
PersonX always wished	xIntent	to increase their luck	634668.0
PersonX always wished	xReact	hopeful	
PersonX always wished	xWant	to make the wish come true	
PersonX always wondered	xAttr	curious	
PersonX always wondered	xIntent	to know.	459669.0
PersonX always wondered	xReact	curious.	
PersonX always wondered	xWant	to ask	
PersonX announces PersonX's intention	xAttr	open minded	
PersonX announces PersonX's intention	xIntent	to inform others.	588235.0
PersonX announces PersonX's intention	xReact	relaxed	
PersonX announces PersonX's intention	xWant	to tell herself she has done the right thing	
PersonX announces PersonY's arrival	xAttr	responsible	
PersonX announces PersonY's arrival	xIntent	to say something	119827.0
PersonX announces PersonY's arrival	xReact	like shouting.	
PersonX announces PersonY's arrival	xWant	to start the party	
PersonX announces PersonY's intention	xAttr	deceitful	
PersonX announces PersonY's intention	xIntent	persony to be honest	654061.0
PersonX announces PersonY's intention	xReact	satisfied	
PersonX announces PersonY's intention	xWant	FOLLOW THROUGH WITH THE INFORMATION LEARNED	
PersonX announces the winner	xAttr	judgmental	
PersonX announces the winner	xIntent	to recognize the winner	700557.0
PersonX announces the winner	xReact	grateful	
PersonX announces the winner	xWant	bring him on the stage	
PersonX announces the winners	xAttr	extraverted	
PersonX announces the winners	xIntent	to recognize the best performers	626527.0
PersonX announces the winners	xReact	content	
PersonX announces the winners	xWant	to give them a prize	
PersonX announces to everyone	xAttr	excited	
PersonX announces to everyone	xIntent	to share news	440714.0
PersonX announces to everyone	xReact	heard	
PersonX announces to everyone	xWant	to ask what the people think	
PersonX anoints PersonY with oil	xAttr	holy	
PersonX anoints PersonY with oil	xIntent	to bring them into the ceremony.	263665.0
PersonX anoints PersonY with oil	xReact	like a leader.	
PersonX anoints PersonY with oil	xWant	rub oil on the forehead	
PersonX answers PersonY questions	xAttr	helpful	
PersonX answers PersonY questions	xIntent	inform	88943.0
PersonX answers PersonY questions	xReact	calm	
PersonX answers PersonY questions	xWant	To provide information	
PersonX answers PersonY's phone	xAttr	helpful	
PersonX answers PersonY's phone	xIntent	to know who is calling	177491.0
PersonX answers PersonY's phone	xReact	guilty	
PersonX answers PersonY's phone	xWant	give phone to person y	
PersonX answers PersonY's questions	xAttr	resourceful	
PersonX answers PersonY's questions	xIntent	to respond	189615.0
PersonX answers PersonY's questions	xReact	responsible	
PersonX answers PersonY's questions	xWant	to be seen as smart	
PersonX answers all the questions	xAttr	correct	
PersonX answers all the questions	xIntent	do their best on the test	508903.0
PersonX answers all the questions	xReact	proud	
PersonX answers all the questions	xWant	to pass exam	
PersonX answers every question	xAttr	smart	
PersonX answers every question	xIntent	to provide knowledge	254199.0
PersonX answers every question	xReact	happy	
PersonX answers every question	xWant	to satisfy another	
PersonX answers questions	xAttr	responsive	
PersonX answers questions	xIntent	to be smart	503408.0
PersonX answers questions	xReact	inspired	
PersonX answers questions	xWant	to ask questions in return	
PersonX answers the call	xAttr	responsible	
PersonX answers the call	xIntent	to talk to their friend	529983.0
PersonX answers the call	xReact	happy	
PersonX answers the call	xWant	to chat with the person on the phone	
PersonX answers the phone	xAttr	friendly	
PersonX answers the phone	xIntent	none	392220.0
PersonX answers the phone	xReact	like he is communicating	
PersonX answers the phone	xWant	to have a conversation	
PersonX anxiously awaited	xAttr	nervous	
PersonX anxiously awaited	xIntent	to get result of his interview	693158.0
PersonX anxiously awaited	xReact	anticipation	
PersonX anxiously awaited	xWant	to go home	
PersonX apologizes profusely	xAttr	remorseful	
PersonX apologizes profusely	xIntent	to be forgiven	387367.0
PersonX apologizes profusely	xReact	remorseful	
PersonX apologizes profusely	xWant	to be forgiven.	
PersonX apologizes to PersonX's boss	xAttr	upset	
PersonX apologizes to PersonX's boss	xIntent	make ammends	294631.0
PersonX apologizes to PersonX's boss	xReact	satisfied	
PersonX apologizes to PersonX's boss	xWant	to  tell their boss they will not repeat the mistake again	
PersonX appears among PersonY	xAttr	engaged	
PersonX appears among PersonY	xIntent	to show up their	275297.0
PersonX appears among PersonY	xReact	like they made it their	
PersonX appears among PersonY	xWant	to surprise persony	
PersonX appears on PersonY's face	xAttr	friendly	
PersonX appears on PersonY's face	xIntent	none	171431.0
PersonX appears on PersonY's face	xReact	embarassed	
PersonX appears on PersonY's face	xWant	to tell PersonY why he is there.	
PersonX appears out of nowhere	xAttr	sneaky	
PersonX appears out of nowhere	xIntent	to be sneaky	509835.0
PersonX appears out of nowhere	xReact	magical	
PersonX appears out of nowhere	xWant	to laugh	
PersonX applies for a credit card	xAttr	desperate	
PersonX applies for a credit card	xIntent	to spend lavishly	683210.0
PersonX applies for a credit card	xReact	happy	
PersonX applies for a credit card	xWant	to use the credit card	
PersonX applies for a job	xAttr	hopeful	
PersonX applies for a job	xIntent	a new career	393819.0
PersonX applies for a job	xReact	hopeful	
PersonX applies for a job	xWant	to get the job	
PersonX applies for a new job	xAttr	mature	
PersonX applies for a new job	xIntent	to make money to pay bills	337110.0
PersonX applies for a new job	xReact	happy to have gotten the job	
PersonX applies for a new job	xWant	to see if they get hired	
PersonX applies for college	xAttr	happy	
PersonX applies for college	xIntent	to attend college	434149.0
PersonX applies for college	xReact	smart	
PersonX applies for college	xWant	to graduate college and get a job.	
PersonX applies for food stamps	xAttr	Needy	
PersonX applies for food stamps	xIntent	to buy food	349822.0
PersonX applies for food stamps	xReact	embarassed	
PersonX applies for food stamps	xWant	to get accepted into the program	
PersonX applies for many jobs	xAttr	consistent	
PersonX applies for many jobs	xIntent	to be successful	331921.0
PersonX applies for many jobs	xReact	hopeful	
PersonX applies for many jobs	xWant	to go to many interviews	
PersonX applies for the job	xAttr	responsible	
PersonX applies for the job	xIntent	to make more money	513085.0
PersonX applies for the job	xReact	hopeful	
PersonX applies for the job	xWant	to wait for a response	
PersonX applies lotion	xAttr	healthy	
PersonX applies lotion	xIntent	to heal her try skin	420340.0
PersonX applies lotion	xReact	soft	
PersonX applies lotion	xWant	to relax	
PersonX applies oneself	xAttr	hard working	
PersonX applies oneself	xIntent	to be the best he can be.	211588.0
PersonX applies oneself	xReact	more informed.	
PersonX applies oneself	xWant	to be successful	
PersonX applies the dye	xAttr	crafty	
PersonX applies the dye	xIntent	to look good	530234.0
PersonX applies the dye	xReact	good	
PersonX applies the dye	xWant	use the dye on the cloth	
PersonX applies to college	xAttr	nervous	
PersonX applies to college	xIntent	to further their education	508652.0
PersonX applies to college	xReact	nervous	
PersonX applies to college	xWant	to get into school	
PersonX applies to colleges	xAttr	studious	
PersonX applies to colleges	xIntent	to go to college	526886.0
PersonX applies to colleges	xReact	accomplished	
PersonX applies to colleges	xWant	to wait by the mail	
PersonX applies to many jobs	xAttr	broke	
PersonX applies to many jobs	xIntent	to be employed	336021.0
PersonX applies to many jobs	xReact	nervous	
PersonX applies to many jobs	xWant	to carefully monitor his mail/email/phone messages	
PersonX appreciates PersonY's effort	xAttr	gracious	
PersonX appreciates PersonY's effort	xIntent	person y to know they are appreciated	319531.0
PersonX appreciates PersonY's effort	xReact	good thankful	
PersonX appreciates PersonY's effort	xWant	to reward him	
PersonX appreciates the effort	xAttr	supportive	
PersonX appreciates the effort	xIntent	none	523575.0
PersonX appreciates the effort	xReact	content that they at least tried	
PersonX appreciates the effort	xWant	to write a thank you note	
PersonX appreciates the gesture	xAttr	thankful	
PersonX appreciates the gesture	xIntent	to be thankful	636286.0
PersonX appreciates the gesture	xReact	happy	
PersonX appreciates the gesture	xWant	to show appreciation	
PersonX approaches PersonX's crush	xAttr	bold	
PersonX approaches PersonX's crush	xIntent	to make a good impression on their crush	312022.0
PersonX approaches PersonX's crush	xReact	shy	
PersonX approaches PersonX's crush	xWant	to ask them out	
PersonX approaches PersonY's crush	xAttr	curious	
PersonX approaches PersonY's crush	xIntent	to tell her about persony	677055.0
PersonX approaches PersonY's crush	xReact	talkative	
PersonX approaches PersonY's crush	xWant	to ask the crush out	
PersonX argues PersonX's case	xAttr	informed	
PersonX argues PersonX's case	xIntent	to get approval	110244.0
PersonX argues PersonX's case	xReact	like they helped.	
PersonX argues PersonX's case	xWant	Hope he persuaded them.	
PersonX argues PersonY's case	xAttr	passionate	
PersonX argues PersonY's case	xIntent	to defend y	123054.0
PersonX argues PersonY's case	xReact	responsible	
PersonX argues PersonY's case	xWant	to call another witness	
PersonX arms to the teeth	xAttr	hostile	
PersonX arms to the teeth	xIntent	to be prepaired	601661.0
PersonX arms to the teeth	xReact	justified	
PersonX arms to the teeth	xWant	to go to war	
PersonX army volunteers	xAttr	generous	
PersonX army volunteers	xIntent	to give to the community	234794.0
PersonX army volunteers	xReact	exhausted but accomplished	
PersonX army volunteers	xWant	to train	
PersonX arouses PersonY interest	xAttr	captivated	
PersonX arouses PersonY interest	xIntent	to get to know y	263873.0
PersonX arouses PersonY interest	xReact	hopeful	
PersonX arouses PersonY interest	xWant	to go shopping	
PersonX arouses PersonY's interest	xAttr	special	
PersonX arouses PersonY's interest	xIntent	to be intriguing	107513.0
PersonX arouses PersonY's interest	xReact	apparently equally aroused & ready.	
PersonX arouses PersonY's interest	xWant	to make a sale	
PersonX arranges PersonY in order	xAttr	helpful	
PersonX arranges PersonY in order	xIntent	to create a line	278373.0
PersonX arranges PersonY in order	xReact	powerful	
PersonX arranges PersonY in order	xWant	nothing	
PersonX arranges PersonY interview	xAttr	benevolent	
PersonX arranges PersonY interview	xIntent	to analyze	270093.0
PersonX arranges PersonY interview	xReact	proud	
PersonX arranges PersonY interview	xWant	PersonY to get a job.	
PersonX arrives back	xAttr	responsible	
PersonX arrives back	xIntent	to come	524064.0
PersonX arrives back	xReact	at home	
PersonX arrives back	xWant	to greet their family	
PersonX arrives back home	xAttr	thankful	
PersonX arrives back home	xIntent	to rest	189990.0
PersonX arrives back home	xReact	well rested	
PersonX arrives back home	xWant	to remove their shoes	
PersonX arrives early	xAttr	punctual	
PersonX arrives early	xIntent	not to be late,	686601.0
PersonX arrives early	xReact	happy	
PersonX arrives early	xWant	Makes a good impression	
PersonX arrives in class	xAttr	studious	
PersonX arrives in class	xIntent	to pass the class	445402.0
PersonX arrives in class	xReact	ready to learn	
PersonX arrives in class	xWant	to say hello to friends	
PersonX arrives in time	xAttr	punctual.	
PersonX arrives in time	xIntent	to be punctual	453987.0
PersonX arrives in time	xReact	positive	
PersonX arrives in time	xWant	leaves the meeting	
PersonX arrives late	xAttr	lazy	
PersonX arrives late	xIntent	none	457449.0
PersonX arrives late	xReact	sorry	
PersonX arrives late	xWant	to move on with their day	
PersonX arrives on time	xAttr	timely	
PersonX arrives on time	xIntent	to work	459515.0
PersonX arrives on time	xReact	good.	
PersonX arrives on time	xWant	to not be late	
PersonX arrives quickly	xAttr	late	
PersonX arrives quickly	xIntent	to get somewhere fast	531491.0
PersonX arrives quickly	xReact	accomplished	
PersonX arrives quickly	xWant	to settle in	
PersonX arrives safely	xAttr	responsible	
PersonX arrives safely	xIntent	none	475704.0
PersonX arrives safely	xReact	satisfied	
PersonX arrives safely	xWant	to go on with his work	
PersonX arrives the next day	xAttr	late	
PersonX arrives the next day	xIntent	to go on vacation	361657.0
PersonX arrives the next day	xReact	happy.	
PersonX arrives the next day	xWant	go back home	
PersonX arrives to class	xAttr	punctual	
PersonX arrives to class	xIntent	to learn math	702298.0
PersonX arrives to class	xReact	determined.	
PersonX arrives to class	xWant	to acquire knowledge	
PersonX arrives to pick PersonY up	xAttr	friendly	
PersonX arrives to pick PersonY up	xIntent	to go some where with persony	362317.0
PersonX arrives to pick PersonY up	xReact	like he had a great time	
PersonX arrives to pick PersonY up	xWant	to be on time	
PersonX arrives to school	xAttr	prepared	
PersonX arrives to school	xIntent	a good job.	430336.0
PersonX arrives to school	xReact	educated	
PersonX arrives to school	xWant	to get an education	
PersonX arrives today	xAttr	Adventurous	
PersonX arrives today	xIntent	to attend the meeting	444717.0
PersonX arrives today	xReact	glad they survived the journey	
PersonX arrives today	xWant	to unpack	
PersonX asks PersonX's brother	xAttr	curious	
PersonX asks PersonX's brother	xIntent	to find something out	294230.0
PersonX asks PersonX's brother	xReact	upset	
PersonX asks PersonX's brother	xWant	guidance	
PersonX asks PersonX's crush	xAttr	curious	
PersonX asks PersonX's crush	xIntent	to be noticed	280952.0
PersonX asks PersonX's crush	xReact	excited	
PersonX asks PersonX's crush	xWant	Receive answer	
PersonX asks PersonX's daughter	xAttr	curious	
PersonX asks PersonX's daughter	xIntent	to know the answer to a question	297359.0
PersonX asks PersonX's daughter	xReact	informed	
PersonX asks PersonX's daughter	xWant	to get permission	
PersonX asks PersonX's family	xAttr	honest	
PersonX asks PersonX's family	xIntent	to get family blessing	675723.0
PersonX asks PersonX's family	xReact	satisfied	
PersonX asks PersonX's family	xWant	to ask for help	
PersonX asks PersonX's friend PersonY	xAttr	curious	
PersonX asks PersonX's friend PersonY	xIntent	the answer to a question	289158.0
PersonX asks PersonX's friend PersonY	xReact	satisfied	
PersonX asks PersonX's friend PersonY	xWant	to hang up the phone	
PersonX asks PersonX's friend for advice	xAttr	needy	
PersonX asks PersonX's friend for advice	xIntent	to figure out something	279729.0
PersonX asks PersonX's friend for advice	xReact	relieved	
PersonX asks PersonX's friend for advice	xWant	Thank his friend	
PersonX asks PersonX's friend for help	xAttr	cared for	
PersonX asks PersonX's friend for help	xIntent	advice	316936.0
PersonX asks PersonX's friend for help	xReact	relieved	
PersonX asks PersonX's friend for help	xWant	get it done	
PersonX asks PersonX's friends for advice	xAttr	uncertain	
PersonX asks PersonX's friends for advice	xIntent	help with a dilemma	282182.0
PersonX asks PersonX's friends for advice	xReact	concerned	
PersonX asks PersonX's friends for advice	xWant	to listen	
PersonX asks PersonX's friends for help	xAttr	humble	
PersonX asks PersonX's friends for help	xIntent	help with doing something	320537.0
PersonX asks PersonX's friends for help	xReact	like he has people to turn to	
PersonX asks PersonX's friends for help	xWant	to help their friend back	
PersonX asks PersonX's girlfriend	xAttr	nervous	
PersonX asks PersonX's girlfriend	xIntent	to find out something	281772.0
PersonX asks PersonX's girlfriend	xReact	satisfied	
PersonX asks PersonX's girlfriend	xWant	to listen to what their girlfriend has to say	
PersonX asks PersonX's husband	xAttr	helpless	
PersonX asks PersonX's husband	xIntent	to argue	286223.0
PersonX asks PersonX's husband	xReact	communicative	
PersonX asks PersonX's husband	xWant	to solve an issue.	
PersonX asks PersonX's kids	xAttr	inquisitive	
PersonX asks PersonX's kids	xIntent	get their opinion	284372.0
PersonX asks PersonX's kids	xReact	good	
PersonX asks PersonX's kids	xWant	to get opinions	
PersonX asks PersonX's manager	xAttr	inquisitive	
PersonX asks PersonX's manager	xIntent	get a promotion	316531.0
PersonX asks PersonX's manager	xReact	fine	
PersonX asks PersonX's manager	xWant	to talk more about the question	
PersonX asks PersonX's mom for help	xAttr	dependent	
