	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	index	prefix	input_text	target_text	input_text_fa	target_text_fa	natural	natural_fa	natural_input_text_en	natural_target_text	natural_input_text_fa	natural_target_text_fa
277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	277	4730	4730	xIntent	PersonX calls PersonY by PersonZ's name	is mistaken	PersonX با نام PersonZ با PersonY تماس می گیرد	اشتباه می شود	PersonX calls PersonY by PersonZ's name. PersonX intends is mistaken	PersonX با نام PersonZ با PersonY تماس می گیرد. PersonX قصد دارد اشتباه باشد	PersonX calls PersonY by PersonZ's name	 PersonX intends is mistaken	PersonX با نام PersonZ با PersonY تماس می گیرد	 PersonX قصد دارد اشتباه باشد
278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	4731	4731	xIntent	PersonX calls PersonY by PersonZ's name	forgot persony's name	PersonX با نام PersonZ با PersonY تماس می گیرد	نام شخصیتی را فراموش کرد	PersonX calls PersonY by PersonZ's name. PersonX intends forgot persony's name	PersonX با نام PersonZ با PersonY تماس می گیرد. PersonX قصد دارد نام شخصیتی را فراموش کند	PersonX calls PersonY by PersonZ's name	 PersonX intends forgot persony's name	PersonX با نام PersonZ با PersonY تماس می گیرد	 PersonX قصد دارد نام شخصیتی را فراموش کند
279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	279	4732	4732	xIntent	PersonX increases PersonX's ability	make personx better	PersonX توانایی PersonX را افزایش می دهد	personx رو بهتر کن	PersonX increases PersonX's ability. PersonX intends make personx better	PersonX توانایی PersonX را افزایش می دهد. PersonX قصد دارد personx را بهتر کند	PersonX increases PersonX's ability	 PersonX intends make personx better	PersonX توانایی PersonX را افزایش می دهد	 PersonX قصد دارد personx را بهتر کند
280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	280	4733	4733	xIntent	PersonX increases PersonX's ability	to be better	PersonX توانایی PersonX را افزایش می دهد	بهتر بودن	PersonX increases PersonX's ability. PersonX intends to be better	PersonX توانایی PersonX را افزایش می دهد. PersonX قصد دارد بهتر باشد	PersonX increases PersonX's ability	 PersonX intends to be better	PersonX توانایی PersonX را افزایش می دهد	 PersonX قصد دارد بهتر باشد
281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	281	4734	4734	xIntent	PersonX increases PersonX's ability	to become a better version of themself	PersonX توانایی PersonX را افزایش می دهد	تا نسخه بهتری از خودشان بشویم	PersonX increases PersonX's ability. PersonX intends to become a better version of themself	PersonX توانایی PersonX را افزایش می دهد. PersonX قصد دارد خود به نسخه بهتری تبدیل شود	PersonX increases PersonX's ability	 PersonX intends to become a better version of themself	PersonX توانایی PersonX را افزایش می دهد	 PersonX قصد دارد خود به نسخه بهتری تبدیل شود
282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	282	4735	4735	xIntent	PersonX increases PersonX's ability	to grow	PersonX توانایی PersonX را افزایش می دهد	برای رشد	PersonX increases PersonX's ability. PersonX intends to grow	PersonX توانایی PersonX را افزایش می دهد. PersonX قصد دارد رشد کند	PersonX increases PersonX's ability	 PersonX intends to grow	PersonX توانایی PersonX را افزایش می دهد	 PersonX قصد دارد رشد کند
283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	283	4736	4736	xIntent	PersonX supports PersonX's family	to care for them	PersonX از خانواده PersonX پشتیبانی می کند	برای مراقبت از آنها	PersonX supports PersonX's family. PersonX intends to care for them	PersonX از خانواده PersonX پشتیبانی می کند. PersonX قصد دارد از آنها مراقبت کند	PersonX supports PersonX's family	 PersonX intends to care for them	PersonX از خانواده PersonX پشتیبانی می کند	 PersonX قصد دارد از آنها مراقبت کند
284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	4737	4737	xIntent	PersonX supports PersonX's family	to help a family	PersonX از خانواده PersonX پشتیبانی می کند	برای کمک به یک خانواده	PersonX supports PersonX's family. PersonX intends to help a family	PersonX از خانواده PersonX پشتیبانی می کند. PersonX قصد دارد به یک خانواده کمک کند	PersonX supports PersonX's family	 PersonX intends to help a family	PersonX از خانواده PersonX پشتیبانی می کند	 PersonX قصد دارد به یک خانواده کمک کند
285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	285	4738	4738	xIntent	PersonX supports PersonX's family	to take of them	PersonX از خانواده PersonX پشتیبانی می کند	گرفتن از آنها	PersonX supports PersonX's family. PersonX intends to take of them	PersonX از خانواده PersonX پشتیبانی می کند. PersonX قصد دارد از آنها استفاده کند	PersonX supports PersonX's family	 PersonX intends to take of them	PersonX از خانواده PersonX پشتیبانی می کند	 PersonX قصد دارد از آنها استفاده کند
286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	286	4739	4739	xIntent	PersonX plays a role in the development	to be productive	PersonX در پیشرفت نقش دارد	مولد بودن	PersonX plays a role in the development. PersonX intends to be productive	PersonX در پیشرفت نقش دارد. PersonX قصد دارد مثمر ثمر باشد	PersonX plays a role in the development	 PersonX intends to be productive	PersonX در پیشرفت نقش دارد	 PersonX قصد دارد مثمر ثمر باشد
287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	4740	4740	xIntent	PersonX plays a role in the development	develop  achivement	PersonX در پیشرفت نقش دارد	پیشرفت دستیابی	PersonX plays a role in the development. PersonX intends develop  achivement	PersonX در پیشرفت نقش دارد. PersonX قصد دستیابی به پیشرفت را دارد	PersonX plays a role in the development	 PersonX intends develop  achivement	PersonX در پیشرفت نقش دارد	 PersonX قصد دستیابی به پیشرفت را دارد
288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	288	4741	4741	xIntent	PersonX takes PersonX's hand in PersonZ's	to be loved	PersonX دست PersonX را در دست PersonZ می گیرد	دوست داشته شدن	PersonX takes PersonX's hand in PersonZ's. PersonX intends to be loved	PersonX دست PersonX را در دست PersonZ می گیرد. PersonX قصد دارد که دوست داشته شود	PersonX takes PersonX's hand in PersonZ's	 PersonX intends to be loved	PersonX دست PersonX را در دست PersonZ می گیرد	 PersonX قصد دارد که دوست داشته شود
289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	289	4742	4742	xIntent	PersonX takes PersonX's hand in PersonZ's	to hold hands with personz	PersonX دست PersonX را در دست PersonZ می گیرد	دست گرفتن با personz	PersonX takes PersonX's hand in PersonZ's. PersonX intends to hold hands with personz	PersonX دست PersonX را در دست PersonZ می گیرد. PersonX قصد دارد با personz دست به دست شود	PersonX takes PersonX's hand in PersonZ's	 PersonX intends to hold hands with personz	PersonX دست PersonX را در دست PersonZ می گیرد	 PersonX قصد دارد با personz دست به دست شود
290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	290	4743	4743	xIntent	PersonX takes PersonX's hand in PersonZ's	to be closer to personz.	PersonX دست PersonX را در دست PersonZ می گیرد	به personz نزدیکتر شدن	PersonX takes PersonX's hand in PersonZ's. PersonX intends to be closer to personz.	PersonX دست PersonX را در دست PersonZ می گیرد. PersonX قصد دارد به personz نزدیکتر باشد.	PersonX takes PersonX's hand in PersonZ's	 PersonX intends to be closer to personz	PersonX دست PersonX را در دست PersonZ می گیرد	 PersonX قصد دارد به personz نزدیکتر باشد
291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	291	4744	4744	xIntent	PersonX gives PersonY instructions	person to do something	PersonX دستورالعمل های PersonY را می دهد	شخص برای انجام کاری	PersonX gives PersonY instructions. PersonX intends person to do something	PersonX دستورالعمل های PersonY را می دهد. PersonX شخص را برای انجام کاری در نظر دارد	PersonX gives PersonY instructions	 PersonX intends person to do something	PersonX دستورالعمل های PersonY را می دهد	 PersonX شخص را برای انجام کاری در نظر دارد
292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	292	4745	4745	xIntent	PersonX gives PersonY instructions	to be useful	PersonX دستورالعمل های PersonY را می دهد	مفید بودن	PersonX gives PersonY instructions. PersonX intends to be useful	PersonX دستورالعمل های PersonY را می دهد. PersonX قصد دارد مفید واقع شود	PersonX gives PersonY instructions	 PersonX intends to be useful	PersonX دستورالعمل های PersonY را می دهد	 PersonX قصد دارد مفید واقع شود
293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	4746	4746	xIntent	PersonX gives PersonY instructions	to be helpful	PersonX دستورالعمل های PersonY را می دهد	مفید بودن	PersonX gives PersonY instructions. PersonX intends to be helpful	PersonX دستورالعمل های PersonY را می دهد. PersonX قصد دارد مفید واقع شود	PersonX gives PersonY instructions	 PersonX intends to be helpful	PersonX دستورالعمل های PersonY را می دهد	 PersonX قصد دارد مفید واقع شود
294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	294	4747	4747	xIntent	PersonX gives PersonY instructions	to help	PersonX دستورالعمل های PersonY را می دهد	برای کمک به	PersonX gives PersonY instructions. PersonX intends to help	PersonX دستورالعمل های PersonY را می دهد. PersonX قصد کمک دارد	PersonX gives PersonY instructions	 PersonX intends to help	PersonX دستورالعمل های PersonY را می دهد	 PersonX قصد کمک دارد
295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	4748	4748	xIntent	PersonX gives PersonY instructions	to assist	PersonX دستورالعمل های PersonY را می دهد	کمک کردن	PersonX gives PersonY instructions. PersonX intends to assist	PersonX دستورالعمل های PersonY را می دهد. PersonX قصد کمک دارد	PersonX gives PersonY instructions	 PersonX intends to assist	PersonX دستورالعمل های PersonY را می دهد	 PersonX قصد کمک دارد
296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	4749	4749	xIntent	PersonX gives PersonY instructions	to instruct	PersonX دستورالعمل های PersonY را می دهد	آموزش دادن	PersonX gives PersonY instructions. PersonX intends to instruct	PersonX دستورالعمل های PersonY را می دهد. PersonX قصد دارد تا آموزش دهد	PersonX gives PersonY instructions	 PersonX intends to instruct	PersonX دستورالعمل های PersonY را می دهد	 PersonX قصد دارد تا آموزش دهد
297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	297	4752	4752	xIntent	PersonX pursues PersonY's way	to be learn persony way	PersonX راه PersonY را دنبال می کند	برای یادگیری شخصیتی	PersonX pursues PersonY's way. PersonX intends to be learn persony way	PersonX راه PersonY را دنبال می کند. PersonX قصد دارد شخصاً یاد بگیرد	PersonX pursues PersonY's way	 PersonX intends to be learn persony way	PersonX راه PersonY را دنبال می کند	 PersonX قصد دارد شخصاً یاد بگیرد
298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	298	4753	4753	xIntent	PersonX pursues PersonY's way	to be on board with person y.	PersonX راه PersonY را دنبال می کند	همراه بودن با شخص y.	PersonX pursues PersonY's way. PersonX intends to be on board with person y.	PersonX راه PersonY را دنبال می کند. PersonX قصد دارد با شخص y در هیئت مدیره باشد.	PersonX pursues PersonY's way	 PersonX intends to be on board with person y	PersonX راه PersonY را دنبال می کند	 PersonX قصد دارد با شخص y در هیئت مدیره باشد
299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	299	4754	4754	xIntent	PersonX pursues PersonY's way	to handover person y's purse which fell from his pocket	PersonX راه PersonY را دنبال می کند	کیف شخصی را که از جیب او افتاده تحویل دهد	PersonX pursues PersonY's way. PersonX intends to handover person y's purse which fell from his pocket	PersonX راه PersonY را دنبال می کند. PersonX قصد دارد کیف شخصی را که از جیب او افتاده تحویل دهد	PersonX pursues PersonY's way	 PersonX intends to handover person y's purse which fell from his pocket	PersonX راه PersonY را دنبال می کند	 PersonX قصد دارد کیف شخصی را که از جیب او افتاده تحویل دهد
300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	4755	4755	xIntent	PersonX contributes to PersonX's success	to achieve an accomplishment	PersonX به موفقیت PersonX کمک می کند	برای رسیدن به یک موفقیت	PersonX contributes to PersonX's success. PersonX intends to achieve an accomplishment	PersonX به موفقیت PersonX کمک می کند. PersonX قصد دارد به یک موفقیت دست یابد	PersonX contributes to PersonX's success	 PersonX intends to achieve an accomplishment	PersonX به موفقیت PersonX کمک می کند	 PersonX قصد دارد به یک موفقیت دست یابد
301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	301	4756	4756	xIntent	PersonX contributes to PersonX's success	to get ahead in life	PersonX به موفقیت PersonX کمک می کند	برای جلو افتادن در زندگی	PersonX contributes to PersonX's success. PersonX intends to get ahead in life	PersonX به موفقیت PersonX کمک می کند. PersonX قصد دارد در زندگی پیشی بگیرد	PersonX contributes to PersonX's success	 PersonX intends to get ahead in life	PersonX به موفقیت PersonX کمک می کند	 PersonX قصد دارد در زندگی پیشی بگیرد
302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	302	4757	4757	xIntent	PersonX contributes to PersonX's success	impress others	PersonX به موفقیت PersonX کمک می کند	تحت تأثیر قرار دادن دیگران است	PersonX contributes to PersonX's success. PersonX intends impress others	PersonX به موفقیت PersonX کمک می کند. PersonX قصد دارد دیگران را تحت تأثیر قرار دهد	PersonX contributes to PersonX's success	 PersonX intends impress others	PersonX به موفقیت PersonX کمک می کند	 PersonX قصد دارد دیگران را تحت تأثیر قرار دهد
303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	303	4758	4758	xIntent	PersonX loses PersonX's head	none	PersonX سر PersonX را از دست می دهد	هیچ یک	PersonX loses PersonX's head. PersonX intends none	PersonX سر PersonX را از دست می دهد. PersonX قصد هیچ کدام را ندارد	PersonX loses PersonX's head	 PersonX intends none	PersonX سر PersonX را از دست می دهد	 PersonX قصد هیچ کدام را ندارد
304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	304	4759	4759	xIntent	PersonX changes PersonY's dress	to care for y	PersonX لباس PersonY را تغییر می دهد	برای مراقبت از y	PersonX changes PersonY's dress. PersonX intends to care for y	PersonX لباس PersonY را تغییر می دهد. PersonX قصد دارد از y مراقبت کند	PersonX changes PersonY's dress	 PersonX intends to care for y	PersonX لباس PersonY را تغییر می دهد	 PersonX قصد دارد از y مراقبت کند
305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	305	4760	4760	xIntent	PersonX changes PersonY's dress	to look at something new	PersonX لباس PersonY را تغییر می دهد	به چیز جدیدی نگاه کنید	PersonX changes PersonY's dress. PersonX intends to look at something new	PersonX لباس PersonY را تغییر می دهد. PersonX قصد دارد به چیز جدیدی نگاه کند	PersonX changes PersonY's dress	 PersonX intends to look at something new	PersonX لباس PersonY را تغییر می دهد	 PersonX قصد دارد به چیز جدیدی نگاه کند
306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	306	4761	4761	xIntent	PersonX changes PersonY's dress	to let persony be more presentable	PersonX لباس PersonY را تغییر می دهد	اجازه دهید شخصیت بیشتر قابل ارائه باشد	PersonX changes PersonY's dress. PersonX intends to let persony be more presentable	PersonX لباس PersonY را تغییر می دهد. PersonX قصد دارد اجازه دهد شخصیت ها بیشتر نمایان شوند	PersonX changes PersonY's dress	 PersonX intends to let persony be more presentable	PersonX لباس PersonY را تغییر می دهد	 PersonX قصد دارد اجازه دهد شخصیت ها بیشتر نمایان شوند
307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	4762	4762	xIntent	PersonX changes PersonY's dress	persony to be more fashionable	PersonX لباس PersonY را تغییر می دهد	شخصیتی برای شیک تر بودن	PersonX changes PersonY's dress. PersonX intends persony to be more fashionable	PersonX لباس PersonY را تغییر می دهد. PersonX قصد دارد شخصیتی شیک تر باشد	PersonX changes PersonY's dress	 PersonX intends persony to be more fashionable	PersonX لباس PersonY را تغییر می دهد	 PersonX قصد دارد شخصیتی شیک تر باشد
308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	308	4763	4763	xIntent	PersonX provides PersonY incentive	to be provide	PersonX مشوق PersonY را فراهم می کند	تأمین شود	PersonX provides PersonY incentive. PersonX intends to be provide	PersonX مشوق PersonY را فراهم می کند. PersonX قصد دارد تهیه کند	PersonX provides PersonY incentive	 PersonX intends to be provide	PersonX مشوق PersonY را فراهم می کند	 PersonX قصد دارد تهیه کند
309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	309	4764	4764	xIntent	PersonX provides PersonY incentive	to help person	PersonX مشوق PersonY را فراهم می کند	برای کمک به شخص	PersonX provides PersonY incentive. PersonX intends to help person	PersonX مشوق PersonY را فراهم می کند. PersonX قصد دارد به شخص کمک کند	PersonX provides PersonY incentive	 PersonX intends to help person	PersonX مشوق PersonY را فراهم می کند	 PersonX قصد دارد به شخص کمک کند
310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	4765	4765	xIntent	PersonX expresses PersonX's feelings	uncertain to tell at this juncture.	PersonX احساسات PersonX را بیان می کند	در این مقطع قطعی نیست.	PersonX expresses PersonX's feelings. PersonX intends uncertain to tell at this juncture.	PersonX احساسات PersonX را بیان می کند. PersonX قصد ندارد در این مقطع زمانی بگوید.	PersonX expresses PersonX's feelings	 PersonX intends uncertain to tell at this juncture	PersonX احساسات PersonX را بیان می کند	 PersonX قصد ندارد در این مقطع زمانی بگوید
311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	311	4766	4766	xIntent	PersonX expresses PersonX's feelings	to show his feelings	PersonX احساسات PersonX را بیان می کند	تا احساسات خود را نشان دهد	PersonX expresses PersonX's feelings. PersonX intends to show his feelings	PersonX احساسات PersonX را بیان می کند. PersonX قصد دارد احساسات خود را نشان دهد	PersonX expresses PersonX's feelings	 PersonX intends to show his feelings	PersonX احساسات PersonX را بیان می کند	 PersonX قصد دارد احساسات خود را نشان دهد
312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	312	4767	4767	xIntent	PersonX expresses PersonX's feelings	wants others to understand.	PersonX احساسات PersonX را بیان می کند	می خواهد دیگران درک کنند.	PersonX expresses PersonX's feelings. PersonX intends wants others to understand.	PersonX احساسات PersonX را بیان می کند. PersonX قصد دارد دیگران درک کنند.	PersonX expresses PersonX's feelings	 PersonX intends wants others to understand	PersonX احساسات PersonX را بیان می کند	 PersonX قصد دارد دیگران درک کنند
313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	313	4768	4768	xIntent	PersonX directs PersonY's course	wants to help persony achieve a goal	PersonX دوره PersonY را هدایت می کند	می خواهد به شخص کمک کند تا به یک هدف برسد	PersonX directs PersonY's course. PersonX intends wants to help persony achieve a goal	PersonX دوره PersonY را هدایت می کند. PersonX قصد دارد به افراد در دستیابی به هدفی کمک کند	PersonX directs PersonY's course	 PersonX intends wants to help persony achieve a goal	PersonX دوره PersonY را هدایت می کند	 PersonX قصد دارد به افراد در دستیابی به هدفی کمک کند
314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	314	4769	4769	xIntent	PersonX directs PersonY's course	to be successful.	PersonX دوره PersonY را هدایت می کند	برای موفق شدن.	PersonX directs PersonY's course. PersonX intends to be successful.	PersonX دوره PersonY را هدایت می کند. PersonX قصد موفقیت دارد.	PersonX directs PersonY's course	 PersonX intends to be successful	PersonX دوره PersonY را هدایت می کند	 PersonX قصد موفقیت دارد
315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	315	4770	4770	xIntent	PersonX feels PersonX's pulse	to check his heartrate	PersonX نبض PersonX را احساس می کند	برای بررسی قلب خود را	PersonX feels PersonX's pulse. PersonX intends to check his heartrate	PersonX نبض PersonX را احساس می کند. PersonX قصد دارد احساس قلب خود را بررسی کند	PersonX feels PersonX's pulse	 PersonX intends to check his heartrate	PersonX نبض PersonX را احساس می کند	 PersonX قصد دارد احساس قلب خود را بررسی کند
