input_text	prefix	target_text
PersonX finds a ring	xEffect	they look for the owner
PersonX finds a ring	xEffect	they get thanked when they find them
PersonX finds another	xEffect	They go to the other
PersonX finds another	xEffect	They find another after that
PersonX finds another	xEffect	benefits from the finding
PersonX finds another	xEffect	looks for more
PersonX finds another	xEffect	TO BE CORRECT
PersonX finds another	xEffect	TO BE BRAVE
PersonX finds another ___	xEffect	sighs in relief
PersonX finds another ___	xEffect	body relaxes
PersonX finds another ___	xEffect	get's it done
PersonX finds another ___	xEffect	learns from doing things different
PersonX finds another ___	xEffect	uses thinking skills
PersonX finds another ___	xEffect	suceeds
PersonX finds another gear	xEffect	yelps with surprise
PersonX finds another gear	xEffect	smiles with satisfaction
PersonX finds another gear	xEffect	gains confidence
PersonX finds another gear	xEffect	suffers an injury
PersonX finds another job	xEffect	gets paid more
PersonX finds another job	xEffect	gets new training
PersonX finds another job	xEffect	becomes employed
PersonX finds another job	xEffect	gets promoted
PersonX finds another place	xEffect	has to choose which one
PersonX finds another place	xEffect	thinks about the new area
PersonX finds another place	xEffect	Walks around
PersonX finds another place	xEffect	Climbs the tree
PersonX finds another way	xEffect	Gets it done faster
PersonX finds another way	xEffect	Avoids a loss
PersonX finds another way	xEffect	learns how to think creatively
PersonX finds another way	xEffect	is complimented or praised by others
PersonX finds another way	xEffect	gets lost
PersonX finds another way	xEffect	screams in excitement
PersonX finds every ___	xEffect	MOMENT
PersonX finds every ___	xEffect	PERSON
PersonX finds every ___	xEffect	NO
PersonX finds every ___	xEffect	NO
PersonX finds every ___	xEffect	gains awareness
PersonX finds every ___	xEffect	increased resources
PersonX finds every ___	xEffect	none
PersonX finds gold	xEffect	shouts triumphantly
PersonX finds gold	xEffect	stakes a claim
PersonX finds gold	xEffect	verifies its purity
PersonX finds gold	xEffect	sells it
PersonX finds gold	xEffect	stocks it
PersonX finds gold	xEffect	becomes rich
PersonX finds gold	xEffect	heart beats fast
PersonX finds it anywhere	xEffect	none
PersonX finds it anywhere	xEffect	Picks up the coin
PersonX finds it anywhere	xEffect	Reports the item to police
PersonX finds the ring	xEffect	becomes surprised
PersonX finds the ring	xEffect	keeps ring safe
PersonX finds the ring	xEffect	feels relieved
PersonX finds the ring	xEffect	smiles
PersonX finds the ring	xEffect	PersonX is relieved to have found the ring
PersonX finds the ring	xEffect	PersonX feels the stress disappear after finding the ring and locating it
PersonX finds the ring	xEffect	wears ring
PersonX finds the ring	xEffect	stores it safely
PersonX finds the shoes	xEffect	thinks about taking them
PersonX finds the shoes	xEffect	realizes they are old
PersonX finds the shoes	xEffect	changes his mind, he needs sandals instead
PersonX finds the shoes	xEffect	smiles
PersonX finds the shoes	xEffect	relaxes
PersonX finds the shoes	xEffect	puts the shoes on
PersonX finds what PersonY wanted	xEffect	gets it stolen
PersonX finds what PersonY wanted	xEffect	gets targeted by PersonY
PersonX finishes PersonX's test	xEffect	hands in the test
PersonX finishes PersonX's test	xEffect	waits for a grade
PersonX finishes PersonX's test	xEffect	Writes on paper
PersonX finishes PersonX's test	xEffect	Thinks very hard
PersonX finishes PersonX's test	xEffect	goes home for the day
PersonX finishes PersonX's test	xEffect	turns in their test
PersonX finishes PersonY's homework	xEffect	uses time
PersonX finishes PersonY's homework	xEffect	gains knowledge
PersonX finishes PersonY's homework	xEffect	has less free time
PersonX finishes PersonY's homework	xEffect	learns the contents of PersonY's homework
PersonX finishes PersonY's homework	xEffect	learns more about the mental capabilities of PersonY
PersonX finishes PersonY's meal	xEffect	SHOWS HIS HUNGRY FEELING
PersonX finishes PersonY's meal	xEffect	LOVES ABOUT FOOD
PersonX finishes PersonY's meal	xEffect	has a full stomach
PersonX finishes PersonY's meal	xEffect	drinks water
PersonX finishes PersonY's meal	xEffect	stays healthy
PersonX finishes PersonY's meal	xEffect	is known as a great eater
PersonX finishes ___ last night	xEffect	falls asleep
PersonX finishes ___ last night	xEffect	forgets about it
PersonX finishes ___ last night	xEffect	goes to bed
PersonX finishes shopping	xEffect	Be tired from shopping
PersonX finishes shopping	xEffect	Get a credit card bill
PersonX finishes the job	xEffect	they get paid for their work
PersonX finishes the job	xEffect	they go home and rest
PersonX finishes the job	xEffect	They start another job
PersonX finishes the job	xEffect	They finish the next job
PersonX finishes the job	xEffect	gets assigned another job
PersonX finishes the job	xEffect	gets given more work
PersonX finishes the job	xEffect	gets praised
PersonX finishes the test	xEffect	puts down their pencil
PersonX finishes the test	xEffect	stands up from their desk
PersonX finishes the test	xEffect	turns it in
PersonX finishes the test	xEffect	wants to see their grade
PersonX finishes the test	xEffect	turns the test in
PersonX finishes the test	xEffect	receives feedback
PersonX fits PersonX's needs	xEffect	they can relax
PersonX fits PersonX's needs	xEffect	they enjoy their time
PersonX fits PersonX's needs	xEffect	none
PersonX fits PersonX's needs	xEffect	SELF DEFINE
PersonX fits PersonX's needs	xEffect	MOTIVATION
PersonX fits PersonY's needs	xEffect	thanked
PersonX fits PersonY's needs	xEffect	praised
PersonX fits PersonY's needs	xEffect	Ends up with Y
PersonX fits PersonY's needs	xEffect	Is relaxed adn comfortable
PersonX fits PersonY's needs	xEffect	gets an interview
PersonX fits PersonY's needs	xEffect	gets a call back
PersonX fits the ___ best	xEffect	is given preference
PersonX fits the ___ best	xEffect	is assigned work
PersonX fits the ___ best	xEffect	none
PersonX flees the scene	xEffect	none
PersonX flees the scene	xEffect	the person has to run
PersonX flees the scene	xEffect	the person has to think fast
PersonX flees the scene	xEffect	escapes.
PersonX flees the scene	xEffect	leaves the area.
PersonX flies across the room	xEffect	knocks things over
PersonX flies across the room	xEffect	crashes
PersonX flies across the room	xEffect	he bumps his hip
PersonX flies across the room	xEffect	he breaks the glass
PersonX flies across the room	xEffect	gets hurt
PersonX flies across the room	xEffect	is knocked unconscious
PersonX flies towards PersonY	xEffect	hits person Y
PersonX flies towards PersonY	xEffect	knocks person Y down
PersonX flies towards PersonY	xEffect	Person x  walks up to person y
PersonX flies towards PersonY	xEffect	Person x greets person y
PersonX follows PersonX's instructions	xEffect	cautious
PersonX follows PersonX's instructions	xEffect	rigid
PersonX follows PersonX's instructions	xEffect	his own way of doing things works
PersonX follows PersonX's instructions	xEffect	he has to self examine a lot
PersonX follows PersonY's instructions	xEffect	does it correclty
PersonX follows PersonY's instructions	xEffect	gets rewarded
PersonX follows PersonY's instructions	xEffect	gets better
PersonX follows PersonY's instructions	xEffect	becomes a success
PersonX follows PersonY's instructions	xEffect	is guided to complete a task
PersonX follows PersonY's instructions	xEffect	gets lost
PersonX follows ___ carefully	xEffect	none
PersonX follows ___ carefully	xEffect	none
PersonX follows ___ carefully	xEffect	none
PersonX follows a recipe	xEffect	Bakes cake
PersonX follows a recipe	xEffect	Eats cake
PersonX follows a recipe	xEffect	eats the food
PersonX follows a recipe	xEffect	still burns the food
PersonX follows a recipe	xEffect	food comes out well
PersonX follows a recipe	xEffect	gets messy from cooking
PersonX follows the instructions	xEffect	PersonX acheives the best possible outcome
PersonX follows the instructions	xEffect	PersonX understands the outcome
PersonX follows the recipe	xEffect	smiles
PersonX follows the recipe	xEffect	good tastes
PersonX follows the recipe exactly	xEffect	salivates
PersonX follows the recipe exactly	xEffect	sneezes at spices
PersonX follows the recipe exactly	xEffect	improves understanding of cooking
PersonX follows the recipe exactly	xEffect	blinks at loose flour
PersonX follows the recipe exactly	xEffect	gets bad reults
PersonX follows the recipe exactly	xEffect	gets kitchen dirty
PersonX follows the recipe exactly	xEffect	eating a lot
PersonX follows the recipe exactly	xEffect	invite friends
PersonX follows the recipe exactly	xEffect	getting job
PersonX follows the recipe exactly	xEffect	earning money
PersonX forces PersonY's way	xEffect	experiences a coup
PersonX forces PersonY's way	xEffect	meets with success
PersonX forces PersonY's way	xEffect	is yelled at
PersonX forces PersonY's way	xEffect	receives resistance
PersonX forces PersonY's way	xEffect	falls down
PersonX forces PersonY's way	xEffect	gets yelled at
PersonX forgets PersonY's wallet	xEffect	PersonX is yelled at
PersonX forgets PersonY's wallet	xEffect	PersonX sweats from nervousness
PersonX forgets PersonY's wallet	xEffect	PersonX gasps in fear while thinking of the lost wallet.
PersonX forgets PersonY's wallet	xEffect	PersonX shakes and frantically searches the restaurant for the wallet they forgot.
PersonX forgets my wallet	xEffect	is chastised
PersonX forgets my wallet	xEffect	has to get wallet later
PersonX forgets my wallet	xEffect	Has to go back and get it
PersonX forgets my wallet	xEffect	apologizes for forgetting
PersonX forgets the milk	xEffect	Buys milk
PersonX forgets the milk	xEffect	Goes to the store
PersonX forgets the milk	xEffect	doesnt eat cereal
PersonX forgets the milk	xEffect	has to run back to store
PersonX forgives ___ PersonY's trespasses	xEffect	Moves on from the incident
PersonX forgives ___ PersonY's trespasses	xEffect	Restroe a friendship
PersonX forgives ___ PersonY's trespasses	xEffect	fix the broken lock
PersonX forgives ___ PersonY's trespasses	xEffect	they stop talking to the trespassers
PersonX forms PersonX's opinion	xEffect	makes a decision
PersonX forms PersonX's opinion	xEffect	chooses a side
PersonX forms PersonX's opinion	xEffect	believes what he wants to
PersonX forms PersonX's opinion	xEffect	has a certain though process
PersonX forms PersonX's opinion	xEffect	none
PersonX forms PersonY impression	xEffect	introduces
PersonX forms PersonY impression	xEffect	apologizes
PersonX forms PersonY impression	xEffect	PersonX asks PersonY out.
PersonX forms PersonY impression	xEffect	Person X avoids PersonY.
PersonX forms PersonY impression	xEffect	none
PersonX forms PersonY opinion	xEffect	none
PersonX forms PersonY opinion as	xEffect	gets accused for manipulation
PersonX forms PersonY opinion as	xEffect	gets into argument
PersonX forms a band	xEffect	gets praised
PersonX forms a band	xEffect	gets criticized
PersonX forms a band	xEffect	arranged practice schedule
PersonX forms a band	xEffect	found a place to play
PersonX forms a band	xEffect	Plays music
PersonX forms a band	xEffect	Rehearses
PersonX french kisses	xEffect	gets saliva all over face
PersonX french kisses	xEffect	yelled at by religious fanatics
PersonX french kisses	xEffect	sighs
PersonX french kisses	xEffect	learns a new skill
PersonX french kisses	xEffect	smells her
PersonX french kisses	xEffect	gets closer
PersonX fudges the issue	xEffect	receives complaint for fudging the issue
PersonX fudges the issue	xEffect	no effect
PersonX fudges the issue	xEffect	commits a perjury
PersonX fudges the issue	xEffect	causes panic
PersonX fudges the issue	xEffect	creates problem
PersonX fudges the issue	xEffect	gets a reprimand
PersonX fudges the issue	xEffect	loses his position
PersonX gains PersonY appreciation	xEffect	none
PersonX gains PersonY appreciation	xEffect	none
PersonX gains PersonY appreciation	xEffect	none
PersonX gains PersonY's confidence	xEffect	gets good name
PersonX gains PersonY's confidence	xEffect	gets PersonY's trust and hope
PersonX gains PersonY's confidence	xEffect	gains favors from persony
PersonX gains PersonY's confidence	xEffect	gets what they want frmo persony
PersonX gains PersonY's confidence	xEffect	feels much more bold.
PersonX gains PersonY's confidence	xEffect	gets more things done.
PersonX gains ___ by means	xEffect	tries to gain more of it
PersonX gains ___ by means	xEffect	tries to show off how much he has gained
PersonX gains ___ by means	xEffect	increases wealth
PersonX gains ___ by means	xEffect	increases knowledge
PersonX gains confidence	xEffect	talks to girls more
PersonX gains confidence	xEffect	speaks in public more
PersonX gains confidence	xEffect	none
PersonX gains confidence	xEffect	productive
PersonX gains confidence	xEffect	think optimistically
PersonX gathers all the ingredients	xEffect	try to do some dish
PersonX gathers all the ingredients	xEffect	mess in the kitchen
PersonX gathers the ingredients	xEffect	he puts them in a bowl
PersonX gathers the ingredients	xEffect	he mixes them up
PersonX gathers the ingredients	xEffect	prepare food
PersonX gathers the ingredients	xEffect	cook food
PersonX gazes upon PersonY	xEffect	none
PersonX gazes upon PersonY	xEffect	none
PersonX gazes upon PersonY	xEffect	none
PersonX gets PersonX's belly button pierced	xEffect	Get compliments
PersonX gets PersonX's belly button pierced	xEffect	Get an infection
PersonX gets PersonX's belly button pierced	xEffect	experiences pain
PersonX gets PersonX's belly button pierced	xEffect	gets new jewelry
PersonX gets PersonX's belly button pierced	xEffect	PersonX has a renewed sense of confidence
PersonX gets PersonX's belly button pierced	xEffect	PersonX experiences pain
PersonX gets PersonX's belly button pierced	xEffect	PersonX has to clean the piercing
PersonX gets PersonX's dad	xEffect	Smiles
PersonX gets PersonX's dad	xEffect	Is hugged by his dad
PersonX gets PersonX's dad	xEffect	none
PersonX gets PersonX's feet wet	xEffect	Walks in hole
PersonX gets PersonX's feet wet	xEffect	Dry off
PersonX gets PersonX's feet wet	xEffect	body temperature lowers
PersonX gets PersonX's feet wet	xEffect	stress levels reduce
PersonX gets PersonX's feet wet	xEffect	is encouraged to learn more
PersonX gets PersonX's feet wet	xEffect	wants to do their best
PersonX gets PersonX's foot in the door	xEffect	foot gets stuck.
PersonX gets PersonX's foot in the door	xEffect	foot gets hit with hammer
PersonX gets PersonX's foot in the door	xEffect	gets a job
PersonX gets PersonX's foot in the door	xEffect	gets other job offers
PersonX gets PersonX's foot in the door	xEffect	breaks foot
PersonX gets PersonX's foot in the door	xEffect	puts a bandage on
PersonX gets PersonX's hands dirty	xEffect	PersonX's hands become rough
PersonX gets PersonX's hands dirty	xEffect	PersonX's fingers crack
PersonX gets PersonX's hands dirty	xEffect	is disgusted
PersonX gets PersonX's hands dirty	xEffect	gets tired
PersonX gets PersonX's hands on ___	xEffect	none
PersonX gets PersonX's hands on ___	xEffect	gets burned
PersonX gets PersonX's hands on ___	xEffect	gets injured
PersonX gets PersonX's juices flowing	xEffect	gets anger
PersonX gets PersonX's juices flowing	xEffect	end the friendship
PersonX gets PersonX's juices flowing	xEffect	none
PersonX gets PersonX's juices flowing	xEffect	none
PersonX gets PersonX's makeup done	xEffect	They thank the make up artist.
PersonX gets PersonX's makeup done	xEffect	They pay the make up artist and leave.
PersonX gets PersonX's makeup done	xEffect	They take a selfie and upload it online to show everyone their lovely make up.
PersonX gets PersonX's makeup done	xEffect	They head out for a night out.
PersonX gets PersonX's makeup done	xEffect	they look good
PersonX gets PersonX's makeup done	xEffect	they impress others
PersonX gets PersonX's mother	xEffect	no
PersonX gets PersonX's mother	xEffect	no
PersonX gets PersonX's mother	xEffect	non
PersonX gets PersonX's mother	xEffect	o
PersonX gets PersonX's mother	xEffect	none
PersonX gets PersonX's mother	xEffect	talks to the mother
PersonX gets PersonX's mother	xEffect	asks mother for a favor
PersonX gets PersonX's nails done	xEffect	Gets them pink
PersonX gets PersonX's nails done	xEffect	Shows them off
PersonX gets PersonX's nails done	xEffect	pays for the service
PersonX gets PersonX's nails done	xEffect	drives back home
PersonX gets PersonX's shorts in a knot	xEffect	Chest tightens
PersonX gets PersonX's shorts in a knot	xEffect	Breathes rapidly
PersonX gets PersonY hands on	xEffect	FEEL TO LOVE
PersonX gets PersonY hands on	xEffect	EXPOSE THE FEELING
PersonX gets PersonY hands on	xEffect	They touch
PersonX gets PersonY hands on	xEffect	They kiss
PersonX gets PersonY view	xEffect	increased  awareness
PersonX gets PersonY view	xEffect	increased empathy
PersonX gets PersonY view	xEffect	none
PersonX gets PersonY view	xEffect	nods their head
PersonX gets PersonY view	xEffect	agrees with Person Y
PersonX gets PersonY's dad	xEffect	meets new dad
PersonX gets PersonY's dad	xEffect	learns more about new dad
PersonX gets PersonY's dad	xEffect	Person X's pulse rises.
PersonX gets PersonY's dad	xEffect	Person X's blood pressure goes up.
PersonX gets PersonY's dad	xEffect	gets respected
PersonX gets PersonY's dad	xEffect	loved
PersonX gets PersonY's driver 's license	xEffect	drives to the DMV
PersonX gets PersonY's driver 's license	xEffect	wants personY to drive them somewhere
PersonX gets PersonY's driver 's license	xEffect	none
PersonX gets PersonY's driver 's license	xEffect	personX drives.
PersonX gets PersonY's driver 's license	xEffect	personX is arrested for stealing.
PersonX gets PersonY's hands	xEffect	gets pushed away
PersonX gets PersonY's hands	xEffect	gets smiled at
PersonX gets PersonY's hands	xEffect	to get hands the mail
PersonX gets PersonY's hands	xEffect	to handle the mailing
PersonX gets PersonY's license	xEffect	Runs license
PersonX gets PersonY's license	xEffect	Hands license back to PersonY
PersonX gets PersonY's license	xEffect	none
PersonX gets PersonY's license	xEffect	look at it
PersonX gets PersonY's license	xEffect	confirm belong to Person y
PersonX gets PersonY's mother	xEffect	is hugged
PersonX gets PersonY's mother	xEffect	is thanked
PersonX gets PersonY's mother	xEffect	is asked where person Y is
PersonX gets PersonY's mother	xEffect	gets stuck in traffic
PersonX gets PersonY's share	xEffect	can't meet Person Y's eyes
PersonX gets PersonY's share	xEffect	fumbles around Person Y
PersonX gets PersonY's share	xEffect	starts noticing other ways to steal
PersonX gets PersonY's share	xEffect	enjoys it very much
PersonX gets PersonY's share	xEffect	has extra
PersonX gets PersonY's share	xEffect	is grateful to personY
PersonX gets PersonY's something special	xEffect	gets thanked
PersonX gets PersonY's something special	xEffect	gets a gift in return
PersonX gets PersonY's something special	xEffect	gets thanked
PersonX gets PersonY's something special	xEffect	gets hugged
PersonX gets ___ , though	xEffect	PersonX gets arrested
PersonX gets ___ , though	xEffect	PersonX commits a crime
PersonX gets ___ as a result	xEffect	has more energy
PersonX gets ___ as a result	xEffect	has less stress
PersonX gets ___ as a result	xEffect	bleeds
PersonX gets ___ as a result	xEffect	screams
PersonX gets ___ at the store	xEffect	none
PersonX gets ___ at the store	xEffect	sees a neighbor
PersonX gets ___ at the store	xEffect	hears his favorite song
PersonX gets ___ at the store	xEffect	becomes hyper from the coffee
PersonX gets ___ at the store	xEffect	crashes after the coffee wears off
PersonX gets ___ at work	xEffect	gains wealth
PersonX gets ___ at work	xEffect	blushes
PersonX gets ___ at work	xEffect	spends more money
PersonX gets ___ at work	xEffect	works harder
PersonX gets ___ at work	xEffect	tries to get more recognition
PersonX gets ___ from the library	xEffect	receives new information
PersonX gets ___ from the library	xEffect	no effect
PersonX gets ___ from the library	xEffect	mail
PersonX gets ___ from the library	xEffect	movies
PersonX gets ___ from the library	xEffect	learns his account is suspended
PersonX gets ___ from the library	xEffect	learns about events
PersonX gets ___ from the store	xEffect	gets blisters
PersonX gets ___ from the store	xEffect	gets cat called
PersonX gets ___ from the store	xEffect	has stuff to eat
PersonX gets ___ from the store	xEffect	gets a receipt
PersonX gets ___ from work	xEffect	rests
PersonX gets ___ from work	xEffect	gets a welcoming hello
PersonX gets ___ from work	xEffect	has extra money
PersonX gets ___ from work	xEffect	has to work over time now
PersonX gets ___ from work	xEffect	smiles
PersonX gets ___ from work	xEffect	spends time pursuing passions
PersonX gets ___ on the paper	xEffect	screams
PersonX gets ___ on the paper	xEffect	covers wound
PersonX gets ___ on the paper	xEffect	gets congratulated
PersonX gets ___ on the paper	xEffect	earns some money
PersonX gets ___ on the paper	xEffect	gets yelled at or rebuked
PersonX gets ___ on the paper	xEffect	they learn a new skill
PersonX gets ___ on the paper	xEffect	their grades improve
PersonX gets ___ right	xEffect	none
PersonX gets ___ right	xEffect	smiles
PersonX gets ___ right	xEffect	increases wealth
PersonX gets ___ right away	xEffect	punches
PersonX gets ___ right away	xEffect	shouts
PersonX gets ___ right away	xEffect	gets the job done
PersonX gets ___ right away	xEffect	rests
PersonX gets ___ right away	xEffect	money
PersonX gets ___ right away	xEffect	love
PersonX gets ___ to make	xEffect	stays busy
PersonX gets ___ to make	xEffect	is rewarded
PersonX gets ___ to make	xEffect	PersonX spends time making approvals
PersonX gets ___ to make	xEffect	no effect
PersonX gets ___ to make	xEffect	earns money
PersonX gets ___ to make	xEffect	get recognition
PersonX gets a beer	xEffect	feels intoxicated
PersonX gets a beer	xEffect	becomes dehydrated
PersonX gets a beer	xEffect	drinks another beer
PersonX gets a beer	xEffect	eats a burger
PersonX gets a beer	xEffect	drinks too much
PersonX gets a beer	xEffect	is hungover the next morning
PersonX gets a book	xEffect	reads the cover
PersonX gets a book	xEffect	reads the summary
PersonX gets a book	xEffect	starts reading
PersonX gets a burger	xEffect	Eats food
PersonX gets a burger	xEffect	Feels full
PersonX gets a burger	xEffect	is hungry
PersonX gets a burger	xEffect	wants a drink
PersonX gets a burger	xEffect	stops thinking about food
PersonX gets a burger	xEffect	starts salivating
PersonX gets a call	xEffect	see's who it is
PersonX gets a call	xEffect	wonder's what they want
PersonX gets a call	xEffect	reads the caller ID
PersonX gets a call	xEffect	ignores the call
PersonX gets a call	xEffect	gets good news
PersonX gets a call	xEffect	remembers an old friend
PersonX gets a call ___	xEffect	has a task to complete
PersonX gets a call ___	xEffect	learned new information
PersonX gets a call ___	xEffect	TO BE ENFORCED
PersonX gets a call ___	xEffect	TO HAVE ENTILTLE
PersonX gets a call ___	xEffect	NONE
PersonX gets a call ___	xEffect	NONE
PersonX gets a call ___	xEffect	processes new information
PersonX gets a call ___	xEffect	decides something new
PersonX gets a call back	xEffect	GETS PHONE IN TIME
PersonX gets a call back	xEffect	SPEND MONEY
PersonX gets a call back	xEffect	NONE
PersonX gets a call back	xEffect	NONE
PersonX gets a call back	xEffect	answers the call
PersonX gets a call back	xEffect	talks with the person
PersonX gets a call back	xEffect	picks up the phone
PersonX gets a call back	xEffect	talks on the phone
PersonX gets a call for an interview	xEffect	START PREPARING
PersonX gets a call for an interview	xEffect	GIVING PRIOR TO ITS JOB
PersonX gets a call for an interview	xEffect	Gets nervous
PersonX gets a call for an interview	xEffect	Becomes sweaty
PersonX gets a call for an interview	xEffect	Stresses about his job resume
PersonX gets a call for an interview	xEffect	Thinks of people who could help him
PersonX gets a call for an interview	xEffect	gets accepted for the job
PersonX gets a call for an interview	xEffect	heart beats fast
PersonX gets a call from PersonX's boss	xEffect	gets fired
PersonX gets a call from PersonX's boss	xEffect	receives more work
PersonX gets a call from PersonX's boss	xEffect	go to team meeting
PersonX gets a call from PersonX's boss	xEffect	coordinates with coworkers
PersonX gets a call from PersonX's boss	xEffect	gets a promotion
PersonX gets a call from PersonX's boss	xEffect	gets fired
PersonX gets a call from PersonX's boss	xEffect	stresses about it
PersonX gets a call from PersonX's boss	xEffect	sets up a meeting
PersonX gets a call from PersonY	xEffect	Returns the call
PersonX gets a call from PersonY	xEffect	Screens the call
PersonX gets a call from PersonY	xEffect	answers phone
PersonX gets a call from PersonY	xEffect	shares information
PersonX gets a call from PersonY	xEffect	wonders what he wants
PersonX gets a call from PersonY	xEffect	says hello
PersonX gets a call from PersonY's boss	xEffect	Person X listens to the call.
PersonX gets a call from PersonY's boss	xEffect	Person X asks Y about the phone call.
PersonX gets a call from PersonY's boss	xEffect	some work in
PersonX gets a call from PersonY's boss	xEffect	order job
PersonX gets a call from PersonY's boss	xEffect	PersonX goes to work.
PersonX gets a call from PersonY's boss	xEffect	PersonX gets fired.
PersonX gets a manicure	xEffect	gets infected
PersonX gets a manicure	xEffect	toe hurts
PersonX gets a part	xEffect	settle money
PersonX gets a part	xEffect	put it into house
PersonX gets a part	xEffect	cheers
PersonX gets a part	xEffect	smiles
PersonX gets a part	xEffect	is given a script
PersonX gets a part	xEffect	is praised
PersonX gets a part time job	xEffect	Saves money
PersonX gets a part time job	xEffect	Gets promoted to full time
PersonX gets a replacement	xEffect	has one that works
PersonX gets a replacement	xEffect	can throw out the old one
PersonX gets a second job	xEffect	starts work
PersonX gets a second job	xEffect	learns the job
PersonX gets a second opinion	xEffect	asks for referrals
PersonX gets a second opinion	xEffect	calls a doc
PersonX gets a second opinion	xEffect	makes a decision on treatment
PersonX gets a second opinion	xEffect	picks the cheapest option.
PersonX gets a shot	xEffect	bleeds
PersonX gets a shot	xEffect	gets taken to hospital
PersonX gets a shot	xEffect	gets drunk
PersonX gets a shot	xEffect	gets shocked
PersonX gets a shot	xEffect	spills drink
PersonX gets a small loan	xEffect	Starts a business
PersonX gets a small loan	xEffect	Uses it to invest
PersonX gets a small loan	xEffect	goes into debt
PersonX gets a small loan	xEffect	buys new equipment
PersonX gets a small loan	xEffect	smiles
PersonX gets a small loan	xEffect	deposits loan in bank
PersonX gets a stain	xEffect	Goes to the cleaner
PersonX gets a stain	xEffect	Washes their clothes
PersonX gets a surprise	xEffect	becomes happy
PersonX gets a surprise	xEffect	gets a gift
PersonX gets a surprise	xEffect	excited
PersonX gets a surprise	xEffect	jump in shock
PersonX gets a surprise	xEffect	is shocked
PersonX gets a surprise	xEffect	gasps
PersonX gets a surprise	xEffect	smiles
PersonX gets a tan	xEffect	gets melanoma
PersonX gets a tan	xEffect	gets complimented
PersonX gets a tan	xEffect	PersonX forgets their sunscreen
PersonX gets a tan	xEffect	PersonX spends the day at the beach
PersonX gets a tan	xEffect	gets skin cancer.
PersonX gets a tan	xEffect	is dehydrated.
PersonX gets accepted	xEffect	cheers
PersonX gets accepted	xEffect	smiles
PersonX gets accepted	xEffect	becomes relieved
PersonX gets accepted	xEffect	becomes acknowledged
PersonX gets accepted	xEffect	becomes a member
PersonX gets beer	xEffect	Gets intoxicated
PersonX gets beer	xEffect	Has a hangover tomorrow
PersonX gets burned	xEffect	has pain
PersonX gets burned	xEffect	burned area blisters
PersonX gets burned	xEffect	applies ointment
PersonX gets burned	xEffect	seeks medical attention
PersonX gets burned	xEffect	has a scar
PersonX gets close	xEffect	gets hot
PersonX gets close	xEffect	heart starts to beat faster
PersonX gets close	xEffect	none
PersonX gets close	xEffect	learns how good they are at finishing
PersonX gets close	xEffect	has other people get jealous of them
PersonX gets close enough	xEffect	to gets close enough
PersonX gets close enough	xEffect	to appeal on the screen
PersonX gets close enough	xEffect	learns a lot
PersonX gets close enough	xEffect	tried more next time
PersonX gets close enough	xEffect	becomes warm
PersonX gets close enough	xEffect	touches something
PersonX gets close to PersonY	xEffect	punched
PersonX gets close to PersonY	xEffect	screamed at
PersonX gets close to PersonY	xEffect	PersonX is whispered at by PersonY
PersonX gets close to PersonY	xEffect	PersonX blushes at happiness
PersonX gets detention	xEffect	becomes unpopular
PersonX gets detention	xEffect	gets late in going home
PersonX gets detention	xEffect	yelled at
PersonX gets detention	xEffect	gets late to play
PersonX gets dressed	xEffect	Goes to party
PersonX gets dressed	xEffect	Takes a selfie
PersonX gets dressed	xEffect	receives compliments from peers
PersonX gets dressed	xEffect	body temperature increases
PersonX gets dressed for school	xEffect	They grab their books
PersonX gets dressed for school	xEffect	They walk to school
PersonX gets dressed for school	xEffect	gets on bus
PersonX gets dressed for school	xEffect	attends class
PersonX gets dressed for school	xEffect	is ready for school
PersonX gets dressed for school	xEffect	want's to stay home
PersonX gets dressed for work	xEffect	gets late
PersonX gets dressed for work	xEffect	gets stuck in traffic jam
PersonX gets dressed for work	xEffect	sees himself in mirror
PersonX gets dressed for work	xEffect	gets kissed
PersonX gets dressed for work	xEffect	Feels clothing on skin
PersonX gets dressed for work	xEffect	Expends energy
PersonX gets dressed up	xEffect	They put on makeup
PersonX gets dressed up	xEffect	They go out
PersonX gets dressed up	xEffect	none
PersonX gets dressed up	xEffect	They go to work.
PersonX gets dressed up	xEffect	They leave thiee bedroon.
PersonX gets everything	xEffect	none
PersonX gets everything	xEffect	has too much
PersonX gets everything	xEffect	is envied
PersonX gets everything PersonY needed	xEffect	person x uses everything
PersonX gets everything PersonY needed	xEffect	person x thanks person y
PersonX gets everything PersonY needed	xEffect	one diffied
PersonX gets everything PersonY needed	xEffect	another joint
PersonX gets everything PersonY needed	xEffect	PersonX is considerate
PersonX gets everything PersonY needed	xEffect	PersonX meets PersonY's needs
PersonX gets everything ready	xEffect	none
PersonX gets everything together	xEffect	becomes organized
PersonX gets everything together	xEffect	becomes prepared
PersonX gets everything together	xEffect	gets a bag
PersonX gets everything together	xEffect	makes a plan
PersonX gets frustrated	xEffect	grunts
PersonX gets frustrated	xEffect	shakes fists
PersonX gets hurt	xEffect	gets treated at urgent care
PersonX gets hurt	xEffect	recovers
PersonX gets hurt	xEffect	bleeds
PersonX gets hurt	xEffect	bruises
PersonX gets it right	xEffect	goes home
PersonX gets it right	xEffect	goes to bed
PersonX gets it right	xEffect	correct
PersonX gets it right	xEffect	good
PersonX gets it right	xEffect	none
PersonX gets it to work	xEffect	get's things done
